Journée du 29/01/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	74734	75600	74800		
00:15	74166	74850	74050		
00:30	73061	74100	73300		
00:45	71619	73050	72050		
01:00	70876	72000	70800		
01:15	71747	72450	71250		
01:30	70868	72900	71700		
01:45	71592	73050	71750		
02:00	70654	73200	71800		
02:15	71497	72650	71150		
02:30	70421	72100	70500		
02:45	69684	71250	69500		
03:00	68478	70400	68500		
03:15	68297	69750	67950		
03:30	67349	69100	67400		
03:45	67027	68700	66750		
04:00	66097	68300	66100		
04:15	66194	68150	65950		
04:30	65980	68000	65800		
04:45	65918	68250	65900		
05:00	66095	68500	66000		
05:15	67430	69200	66850		
05:30	67715	69900	67700		
05:45	68825	70700	68700		
06:00	69606	71500	69700		
06:15	71265	73200	71150		
06:30	72581	74900	72600		
06:45	74198	76600	74200		
07:00	75781	78300	75800		
07:15	77906	80000	77650		
07:30	79475	81700	79500		
07:45	80269	82800	80500		
08:00	81138	83900	81500		
08:15	81438	83950	81550		
08:30	81234	84000	81600		
08:45	81144	83650	81400		
09:00	81212	83300	81200		
09:15	81338	83300	81200		
09:30	81257	83300	81200		
09:45	81500	83350	81200		
10:00	81286	83400	81200		
10:15	81324	83250	81300		
10:30	81415	83100	81400		
10:45	81299	83150	81400		
11:00	81398	83200	81400		
11:15	81613	83250	81550		
11:30	81734	83300	81700		
11:45	81952	83350	81750		
12:00	81652	83400	81800		
12:15	81575	82800	81350		
12:30	81044	82200	80900		
12:45	81876	82800	81400		
13:00	81123	83400	81900		
13:15	80943	82350	80950		
13:30	79951	81300	80000		
13:45	79761	81050	79700		
14:00	79356	80800	79400		
14:15	79443	80600	79250		
14:30	78730	80400	79100		
14:45	77649	79450	78200		
15:00	77082	78500	77300		
15:15	76842	78000	76850		
15:30	76426	77500	76400		
15:45	76177	77000	75900		
16:00	75784	76500	75400		
16:15	75511	76150	75100		
16:30	75406	75800	74800		
16:45	74794	75800	74850		
17:00	74875	75800	74900		
17:15	75169	76400	75550		
17:30	75826	77000	76200		
17:45	77062	78350	77600		
18:00	78896	79700	79000		
18:15	79825	80750	80100		
18:30	80765	81800	81200		
18:45	81897	82400	81850		
19:00	82606	83000	82500		
19:15	81884	82300	81800		
19:30	81092	81600	81100		
19:45	80035	80850	80350		
20:00	79427	80100	79600		
20:15	78871	79150	78650		
20:30	77600	78200	77700		
20:45	76917	77250	76750		
21:00	75621	76300	75800		
21:15	74678	75350	74800		
21:30	73728	74400	73800		
21:45	73186	73800	73200		
22:00	72416	73200	72600		
22:15	73455	73600	73000		
22:30	73568	74000	73400		
22:45	75715	75250	74650		
23:00	75133	76500	75900		
23:15	74828	75500	74950		
23:30	74300	74500	74000		
23:45	74363	73850	73600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
