Journée du 09/06/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	48764	48800	48600		
00:15	48107	47650	47400		
00:30	46430	46500	46200		
00:45	44958	45250	45100		
01:00	44039	44000	44000		
01:15	44261	44200	44300		
01:30	43824	44400	44600		
01:45	44008	44150	44200		
02:00	43271	43900	43800		
02:15	43669	43300	43100		
02:30	42483	42700	42400		
02:45	41922	41850	41700		
03:00	40936	41000	41000		
03:15	40709	40600	40550		
03:30	40139	40200	40100		
03:45	39754	39850	39850		
04:00	39647	39500	39600		
04:15	39433	39350	39450		
04:30	39340	39200	39300		
04:45	39471	39450	39600		
05:00	39928	39700	39900		
05:15	40472	40150	40300		
05:30	40698	40600	40700		
05:45	41074	40950	41150		
06:00	41671	41300	41600		
06:15	42904	42400	42750		
06:30	43855	43500	43900		
06:45	44988	44800	45200		
07:00	46473	46100	46500		
07:15	47750	47450	47750		
07:30	48967	48800	49000		
07:45	49801	49850	49950		
08:00	50904	50900	50900		
08:15	51958	51850	51850		
08:30	52775	52800	52800		
08:45	53449	53400	53350		
09:00	53897	54000	53900		
09:15	54693	54450	54450		
09:30	54974	54900	55000		
09:45	55255	55200	55200		
10:00	55418	55500	55400		
10:15	55656	55700	55650		
10:30	55919	55900	55900		
10:45	55953	56050	56150		
11:00	56303	56200	56400		
11:15	56107	56400	56550		
11:30	56744	56600	56700		
11:45	57097	56900	57100		
12:00	57413	57200	57500		
12:15	57039	56750	57100		
12:30	56933	56300	56700		
12:45	57900	56950	57300		
13:00	57000	57600	57900		
13:15	56500	56800	57000		
13:30	56100	56000	56100		
13:45	56200	56150	56500		
14:00	56300	56300	56900		
14:15	56690	56250	56500		
14:30	56197	56200	56100		
14:45	55814	55600	55550		
15:00	55177	55000	55000		
15:15	54737	54650	54700		
15:30	54472	54300	54400		
15:45	54181	53900	54050		
16:00	54038	53500	53700		
16:15	53661	53250	53450		
16:30	53495	53000	53200		
16:45	52948	52650	52900		
17:00	52841	52300	52600		
17:15	52132	51950	52300		
17:30	52427	51600	52000		
17:45	52330	51650	52050		
18:00	52233	51700	52100		
18:15	52369	51850	52200		
18:30	52824	52000	52300		
18:45	53290	52350	52650		
19:00	53657	52700	53000		
19:15	53329	52300	52600		
19:30	53173	51900	52200		
19:45	52397	51350	51650		
20:00	51766	50800	51100		
20:15	51184	50000	50300		
20:30	50375	49200	49500		
20:45	49621	48550	48850		
21:00	48829	47900	48200		
21:15	48672	47500	47800		
21:30	48105	47100	47400		
21:45	48130	47450	47750		
22:00	48060	47800	48100		
22:15	49173	48750	49050		
22:30	49615	49700	50000		
22:45	52140	50900	51200		
23:00	51153	52100	52400		
23:15	50783	51150	51400		
23:30	50262	50200	50400		
23:45	50508	49600	49700		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
