Journée du 14/06/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	45523	45900	45800		
00:15	45452	44850	44850		
00:30	43933	43800	43900		
00:45	42573	42550	42800		
01:00	41910	41300	41700		
01:15	41972	41550	41950		
01:30	41192	41800	42200		
01:45	41315	41400	41350		
02:00	40470	41000	40500		
02:15	40536	40200	40000		
02:30	39515	39400	39500		
02:45	38247	38400	38450		
03:00	37487	37400	37400		
03:15	37169	36650	36750		
03:30	36454	35900	36100		
03:45	35887	35450	35750		
04:00	35413	35000	35400		
04:15	35054	34700	35000		
04:30	34693	34400	34600		
04:45	34673	34100	34500		
05:00	34398	33800	34400		
05:15	34232	33700	34100		
05:30	33880	33600	33800		
05:45	33583	33100	33500		
06:00	33305	32600	33200		
06:15	32908	32400	33000		
06:30	32821	32200	32800		
06:45	33319	32450	33150		
07:00	33689	32700	33500		
07:15	33816	33200	33950		
07:30	34086	33700	34400		
07:45	34715	34400	34950		
08:00	35253	35100	35500		
08:15	36024	35750	36150		
08:30	36762	36400	36800		
08:45	37462	37100	37600		
09:00	38394	37800	38400		
09:15	38786	38600	39000		
09:30	39635	39400	39600		
09:45	40210	40000	40100		
10:00	40666	40600	40600		
10:15	41188	41050	41000		
10:30	41433	41500	41400		
10:45	42076	42100	41900		
11:00	42365	42700	42400		
11:15	42473	43050	42750		
11:30	42775	43400	43100		
11:45	43002	43750	43600		
12:00	44066	44100	44100		
12:15	44693	44600	44550		
12:30	44959	45100	45000		
12:45	46292	45850	45650		
13:00	45595	46600	46300		
13:15	44891	45350	45050		
13:30	43831	44100	43800		
13:45	43099	43700	43250		
14:00	42696	43300	42700		
14:15	42711	43100	42550		
14:30	42230	42900	42400		
14:45	41733	42200	41700		
15:00	41207	41500	41000		
15:15	41313	41300	40800		
15:30	40706	41100	40600		
15:45	40398	40750	40300		
16:00	39924	40400	40000		
16:15	39810	40200	39800		
16:30	39674	40000	39600		
16:45	39331	39750	39350		
17:00	38987	39500	39100		
17:15	39274	39600	39200		
17:30	39237	39700	39300		
17:45	39505	40000	39650		
18:00	39987	40300	40000		
18:15	40367	40700	40400		
18:30	40565	41100	40800		
18:45	41240	41650	41350		
19:00	41772	42200	41900		
19:15	42199	42350	42100		
19:30	42329	42500	42300		
19:45	42430	42650	42450		
20:00	42612	42800	42600		
20:15	42706	42750	42550		
20:30	42581	42700	42500		
20:45	42275	42450	42250		
21:00	42525	42200	42000		
21:15	42501	42150	41950		
21:30	42465	42100	41900		
21:45	42600	42500	42250		
22:00	42850	42900	42600		
22:15	44228	44000	43700		
22:30	44943	45100	44800		
22:45	47698	46450	46150		
23:00	46855	47800	47500		
23:15	46945	47000	46700		
23:30	45982	46200	45900		
23:45	45851	45500	45350		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
