Journée du 03/01/2007
Heures	Consommation	PrévisionJ-1		
00:00	63586	63500		
00:15	63290	62750		
00:30	62117	62000		
00:45	60790	61200		
01:00	60069	60400		
01:15	60679	60750		
01:30	60326	61100		
01:45	60962	61250		
02:00	60079	61400		
02:15	60986	60950		
02:30	59819	60500		
02:45	59291	59800		
03:00	58283	59100		
03:15	57868	58600		
03:30	57167	58100		
03:45	56672	57650		
04:00	56365	57200		
04:15	56220	57050		
04:30	56222	56900		
04:45	56299	57000		
05:00	56636	57100		
05:15	57462	57750		
05:30	57841	58400		
05:45	58689	59000		
06:00	59347	59600		
06:15	60950	60500		
06:30	61747	61400		
06:45	62949	62700		
07:00	64431	64000		
07:15	65663	65400		
07:30	67137	66800		
07:45	68021	67950		
08:00	69490	69100		
08:15	70145	69550		
08:30	70683	70000		
08:45	70551	70400		
09:00	70927	70800		
09:15	71383	71150		
09:30	71622	71500		
09:45	71900	71750		
10:00	72037	72000		
10:15	72141	72050		
10:30	72237	72100		
10:45	72143	72300		
11:00	71989	72500		
11:15	72318	72800		
11:30	72231	73100		
11:45	72410	73150		
12:00	72200	73200		
12:15	71800	72700		
12:30	71200	72200		
12:45	72766	72900		
13:00	72180	73600		
13:15	72082	72800		
13:30	71456	72000		
13:45	71310	72100		
14:00	71169	72200		
14:15	71294	71700		
14:30	70779	71200		
14:45	69760	70450		
15:00	68838	69700		
15:15	68827	69100		
15:30	68492	68500		
15:45	68066	68250		
16:00	67777	68000		
16:15	67844	67900		
16:30	67804	67800		
16:45	68026	68350		
17:00	68490	68900		
17:15	69125	70300		
17:30	70931	71700		
17:45	72614	73000		
18:00	73681	74300		
18:15	74192	74750		
18:30	74809	75200		
18:45	75418	75800		
19:00	75928	76400		
19:15	75464	75650		
19:30	74721	74900		
19:45	73669	74100		
20:00	73077	73300		
20:15	72519	72500		
20:30	71193	71700		
20:45	70484	70700		
21:00	69318	69700		
21:15	68246	68600		
21:30	67040	67500		
21:45	66146	66800		
22:00	65468	66100		
22:15	66203	66750		
22:30	66152	67400		
22:45	68140	68000		
23:00	66798	68600		
23:15	66452	67400		
23:30	65469	66200		
23:45	66049	65650		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
