Journée du 24/06/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	49565	49600	49600		
00:15	48593	48400	48350		
00:30	47061	47200	47100		
00:45	45404	45900	45750		
01:00	44497	44600	44400		
01:15	44241	44750	44300		
01:30	43874	44900	44200		
01:45	43840	44600	43900		
02:00	43292	44300	43600		
02:15	43337	43600	42950		
02:30	42287	42900	42300		
02:45	41604	42000	41400		
03:00	40503	41100	40500		
03:15	40209	40600	40000		
03:30	39544	40100	39500		
03:45	39147	39750	39050		
04:00	38702	39400	38600		
04:15	38420	39250	38450		
04:30	38400	39100	38300		
04:45	38494	39300	38550		
05:00	38770	39500	38800		
05:15	39209	39750	39200		
05:30	39371	40000	39600		
05:45	39557	40450	39650		
06:00	39715	40900	39700		
06:15	40777	42050	40750		
06:30	41838	43200	41800		
06:45	42897	44400	43000		
07:00	44187	45600	44200		
07:15	45522	47050	45500		
07:30	46756	48500	46800		
07:45	47473	49550	47750		
08:00	48525	50600	48700		
08:15	49554	51300	49350		
08:30	50046	52000	50000		
08:45	50610	52500	50450		
09:00	50871	53000	50900		
09:15	51385	53400	51400		
09:30	51923	53800	51900		
09:45	52526	54100	52350		
10:00	52776	54400	52800		
10:15	53105	54600	53000		
10:30	53199	54800	53200		
10:45	53516	54950	53350		
11:00	53527	55100	53500		
11:15	53589	55300	53650		
11:30	53782	55500	53800		
11:45	54075	55750	54100		
12:00	54329	56000	54400		
12:15	54232	55700	54150		
12:30	54088	55400	53900		
12:45	55159	55950	54600		
13:00	54510	56500	55300		
13:15	54344	55800	54550		
13:30	53875	55100	53800		
13:45	53926	55300	54200		
14:00	54002	55500	54600		
14:15	54498	55500	54250		
14:30	53858	55500	53900		
14:45	53621	54950	53350		
15:00	53059	54400	52800		
15:15	52828	54100	52550		
15:30	52598	53800	52300		
15:45	52046	53500	52000		
16:00	51801	53200	51700		
16:15	51514	52850	51350		
16:30	51118	52500	51000		
16:45	50870	52200	50750		
17:00	50589	51900	50500		
17:15	50036	51650	50250		
17:30	49884	51400	50000		
17:45	49840	51450	50000		
18:00	49988	51500	50000		
18:15	49773	51750	50150		
18:30	49893	52000	50300		
18:45	50227	52400	50650		
19:00	50559	52800	51000		
19:15	50134	52300	50550		
19:30	49794	51800	50100		
19:45	49072	51250	49600		
20:00	48612	50700	49100		
20:15	48131	50000	48450		
20:30	47559	49300	47800		
20:45	47059	48650	47250		
21:00	46314	48000	46700		
21:15	46325	47600	46350		
21:30	45855	47200	46000		
21:45	45872	47350	46200		
22:00	46220	47500	46400		
22:15	47759	48700	47650		
22:30	48828	49900	48900		
22:45	51568	51150	50200		
23:00	50828	52400	51500		
23:15	50983	51550	50750		
23:30	49723	50700	50000		
23:45	50069	50250	49400		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
