Journée du 24/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	56863	54200	55800	533	0	3101	48092	3446	0	8388	-241	742	-7198	32	-129	-1000	-2466	-1025	-863	-1705	
00:15		53300	54800																		
00:30	55116	52400	53800	533	0	3077	46803	3434	0	8346	-668	742	-7152	33							
00:45		51300	52900																		
01:00	52516	50200	52000	533	0	3097	45043	3492	0	8073	-1336	743	-7130	34	1696	-1000	-2503	-159	-863	-1830	
01:15		50500	51900																		
01:30	52318	50800	51800	532	0	3093	44055	3490	0	7410	-2440	737	-4559	36							
01:45		50700	51600																		
02:00	51727	50600	51400	532	0	3087	43631	3515	0	7265	-2444	734	-4594	36	1170	-1000	-2503	583	-863	-1657	
02:15		50100	50950																		
02:30	51391	49600	50500	532	0	3089	43211	3511	0	7137	-2356	737	-4470	36							
02:45		48800	49500																		
03:00	49476	48000	48500	532	0	3095	41848	3456	0	6999	-2578	727	-4602	37	-479	-1000	-2444	560	-863	-1628	
03:15		47250	48000																		
03:30	48321	46500	47500	532	0	3094	42101	3432	0	6905	-2593	733	-5884	37							
03:45		45900	46950																		
04:00	47200	45300	46400	532	0	3093	41246	3436	0	6923	-2810	737	-5957	38	-856	-1000	-2416	849	-863	-2224	
04:15		44900	46300																		
04:30	47017	44500	46200	533	0	3090	41322	3344	0	6946	-2156	724	-6786	38							
04:45		44500	46300																		
05:00	47024	44500	46400	532	0	3093	41552	3241	0	6933	-2400	719	-6646	38	-630	-1000	-2415	954	-863	-2225	
05:15		45000	47000																		
05:30	48078	45500	47600	532	0	3092	41514	3111	0	7165	-1680	707	-6362	37							
05:45		46050	48100																		
06:00	48990	46600	48600	530	0	3091	42433	2997	0	7301	-1671	706	-6397	36	-550	-1000	-2520	938	-863	-2455	
06:15		47250	49450																		
06:30	50872	47900	50300	531	0	3098	44023	2895	0	8216	-1440	710	-7161	35							
06:45		48700	51150																		
07:00	52252	49500	52000	530	0	3094	44788	2842	0	8295	-1190	702	-6809	34	-1555	-1000	-2170	490	-863	-2469	
07:15		50650	52900																		
07:30	54133	51800	53800	539	0	3100	46085	2940	0	8638	-26	709	-7852	33							
07:45		52700	54650																		
08:00	55759	53600	55500	531	0	3099	46447	3075	0	9433	-25	705	-7506	32	-910	-1000	-2563	277	-863	-3200	
08:15		54050	55800																		
08:30	56708	54500	56100	533	0	3104	46537	3128	3	11234	-24	694	-8501	31							
08:45		54950	56500																		
09:00	57422	55400	56900	542	0	3111	46860	3156	86	11357	-24	676	-8341	31	-970	-1000	-2584	348	-863	-3200	
09:15		55850	57300																		
09:30	58319	56300	57700	542	0	3098	48136	3209	268	10985	-25	680	-8574	30							
09:45		56250	57800																		
10:00	58906	56200	57900	542	0	3094	48547	3298	488	10683	-24	681	-8404	30	-1117	-1000	-2584	360	-863	-3200	
10:15		56600	58100																		
10:30	59223	57000	58300	538	0	3072	48656	3422	771	10662	-24	686	-8560	29							
10:45		56750	58200																		
11:00	59129	56500	58100	536	0	3096	48645	3495	969	10185	-22	693	-8468	30	-1800	-1000	-2582	709	-863	-3200	
11:15		56600	58250																		
11:30	59358	56700	58400	539	0	3096	48912	3538	1116	10490	-19	685	-8998	29							
11:45		56900	58650																		
12:00	59784	57100	58900	541	0	3076	48947	3547	1173	10657	-19	686	-8825	29	-1710	-1000	-2540	295	-863	-3200	
12:15		57200	59100																		
12:30	60346	57300	59300	526	0	3058	48673	3622	1283	11671	-19	683	-9152	28							
12:45		58150	60150																		
13:00	61199	59000	61000	525	0	3051	48784	3697	1274	12239	-19	676	-9028	28	-1791	-1000	-2586	176	-863	-3200	
13:15		57800	59900																		
13:30	59841	56600	58800	523	0	3035	48666	4036	1332	10982	-18	678	-9393	28							
13:45		56200	58400																		
14:00	59019	55800	58000	523	0	3046	48716	4188	1159	10154	-18	667	-9416	29	-1720	-1000	-2586	159	-863	-3200	
14:15		55400	57800																		
14:30	58680	55000	57600	522	0	3042	48808	4267	1004	9966	-199	670	-9401	29							
14:45		54100	56600																		
15:00	56994	53200	55600	524	0	3051	48280	4330	773	9182	-412	672	-9407	30	-1800	-1000	-2585	462	-863	-3200	
15:15		52800	55150																		
15:30	56192	52400	54700	524	0	3023	48307	4366	569	8731	-834	682	-9176	30							
15:45		52050	54250																		
