Journée du 19/05/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	51998	52700	52100		
00:15	51641	51650	51100		
00:30	49805	50600	50100		
00:45	48634	49400	48850		
01:00	47478	48200	47600		
01:15	47993	48450	47950		
01:30	47346	48700	48300		
01:45	47470	48550	48000		
02:00	46811	48400	47700		
02:15	47481	47750	47150		
02:30	46584	47100	46600		
02:45	45709	46250	45600		
03:00	44625	45400	44600		
03:15	44158	44900	44200		
03:30	43693	44400	43800		
03:45	43309	44050	43500		
04:00	43154	43700	43200		
04:15	43266	43650	43100		
04:30	43053	43600	43000		
04:45	43219	43700	43200		
05:00	43332	43800	43400		
05:15	44215	44400	44100		
05:30	44846	45000	44800		
05:45	45396	45500	45250		
06:00	45700	46000	45700		
06:15	46924	46800	46900		
06:30	47976	47600	48100		
06:45	49209	48850	49500		
07:00	50879	50100	50900		
07:15	52517	51400	52150		
07:30	53445	52700	53400		
07:45	53985	53600	54400		
08:00	55372	54500	55400		
08:15	56091	55350	55950		
08:30	56441	56200	56500		
08:45	57137	56750	56800		
09:00	57197	57300	57100		
09:15	57860	57650	57500		
09:30	57861	58000	57900		
09:45	58071	58200	58050		
10:00	57878	58400	58200		
10:15	57879	58350	58100		
10:30	57987	58300	58000		
10:45	58240	58250	57950		
11:00	58123	58200	57900		
11:15	58024	58150	57850		
11:30	57975	58100	57800		
11:45	58390	58300	58050		
12:00	58677	58500	58300		
12:15	58029	58050	57850		
12:30	57878	57600	57400		
12:45	58756	58250	58050		
13:00	57701	58900	58700		
13:15	57967	58050	57850		
13:30	57429	57200	57000		
13:45	57228	57350	57150		
14:00	56937	57500	57300		
14:15	57717	57300	57150		
14:30	57023	57100	57000		
14:45	56455	56500	56400		
15:00	55819	55900	55800		
15:15	55561	55500	55400		
15:30	55249	55100	55000		
15:45	54854	54750	54650		
16:00	53931	54400	54300		
16:15	54286	53950	53850		
16:30	53420	53500	53400		
16:45	53378	53150	53100		
17:00	52848	52800	52800		
17:15	52676	52400	52400		
17:30	52654	52000	52000		
17:45	52454	51850	51850		
18:00	52716	51700	51700		
18:15	52924	52200	52150		
18:30	53381	52700	52600		
18:45	53844	53400	53250		
19:00	54354	54100	53900		
19:15	54290	53850	53650		
19:30	53414	53600	53400		
19:45	52930	53200	52950		
20:00	52564	52800	52500		
20:15	51909	52250	51950		
20:30	51151	51700	51400		
20:45	51180	51500	51200		
21:00	51025	51300	51000		
21:15	50748	51400	51050		
21:30	50458	51500	51100		
21:45	50926	51800	51400		
22:00	51187	52100	51700		
22:15	52379	52550	52100		
22:30	52255	53000	52500		
22:45	54482	54000	53500		
23:00	53932	55000	54500		
23:15	53481	54200	53750		
23:30	52853	53400	53000		
23:45	52949	52800	52600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
