Journée du 23/08/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	44016	44200	44000		
00:15	43489	43250	42900		
00:30	41820	42300	41800		
00:45	40424	41350	41000		
01:00	39857	40400	40200		
01:15	40037	40500	40050		
01:30	39405	40600	39900		
01:45	39642	40400	39700		
02:00	38961	40200	39500		
02:15	39207	39500	38750		
02:30	37981	38800	38000		
02:45	37194	38000	37250		
03:00	36505	37200	36500		
03:15	35933	36500	36000		
03:30	35485	35800	35500		
03:45	34956	35400	35050		
04:00	34693	35000	34600		
04:15	34656	34700	34500		
04:30	34370	34400	34400		
04:45	34460	34250	34250		
05:00	34350	34100	34100		
05:15	34017	34050	34050		
05:30	33981	34000	34000		
05:45	33966	34000	34000		
06:00	34138	34000	34000		
06:15	34279	34150	34100		
06:30	34248	34300	34200		
06:45	33709	33900	33650		
07:00	33444	33500	33100		
07:15	33328	33500	33300		
07:30	33558	33500	33500		
07:45	33811	33950	34000		
08:00	34542	34400	34500		
08:15	35019	35050	35100		
08:30	35878	35700	35700		
08:45	36473	36400	36350		
09:00	37140	37100	37000		
09:15	38110	37700	37700		
09:30	38417	38300	38400		
09:45	39218	38900	38950		
10:00	39686	39500	39500		
10:15	40081	40000	40000		
10:30	40490	40500	40500		
10:45	40920	40950	40950		
11:00	41397	41400	41400		
11:15	41581	41600	41600		
11:30	41779	41800	41800		
11:45	42057	42150	42150		
12:00	42552	42500	42500		
12:15	43389	43100	43100		
12:30	43598	43700	43700		
12:45	44761	44350	44250		
13:00	44181	45000	44800		
13:15	43590	43950	43800		
13:30	42792	42900	42800		
13:45	42199	42350	42450		
14:00	41907	41800	42100		
14:15	42090	41800	41900		
14:30	41713	41800	41700		
14:45	41111	41150	41050		
15:00	40842	40500	40400		
15:15	40513	40250	40150		
15:30	40235	40000	39900		
15:45	39943	39700	39650		
16:00	39621	39400	39400		
16:15	39616	39150	39150		
16:30	39298	38900	38900		
16:45	39306	38800	38800		
17:00	39144	38700	38700		
17:15	39120	38800	38800		
17:30	39264	38900	38900		
17:45	39440	39050	39100		
18:00	39675	39200	39300		
18:15	40087	39550	39650		
18:30	40440	39900	40000		
18:45	40921	40350	40500		
19:00	41474	40800	41000		
19:15	41869	41150	41350		
19:30	41873	41500	41700		
19:45	42137	41700	41950		
20:00	42381	41900	42200		
20:15	42478	42100	42400		
20:30	42487	42300	42600		
20:45	43140	43150	43500		
21:00	43592	44000	44400		
21:15	44628	44450	44850		
21:30	44946	44900	45300		
21:45	44632	44650	45050		
22:00	44218	44400	44800		
22:15	44876	44800	45150		
22:30	45041	45200	45500		
22:45	46877	46050	46350		
23:00	46312	46900	47200		
23:15	46084	46050	46300		
23:30	44939	45200	45400		
23:45	45062	44450	44550		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
