Journée du 07/04/2003
Heures	Consommation	PrévisionJ-1		
00:00	51917	51700		
00:15	51587	51150		
00:30	50618	50600		
00:45	49941	49950		
01:00	49392	49300		
01:15	50211	49650		
01:30	50064	50000		
01:45	50865	50150		
02:00	50309	50300		
02:15	51240	49900		
02:30	50401	49500		
02:45	49736	48900		
03:00	49002	48300		
03:15	48780	48100		
03:30	48006	47900		
03:45	47694	47500		
04:00	47496	47100		
04:15	47270	47050		
04:30	47514	47000		
04:45	47498	47300		
05:00	47802	47600		
05:15	49140	48400		
05:30	49947	49200		
05:45	50699	50050		
06:00	51690	50900		
06:15	53309	52300		
06:30	54880	53700		
06:45	56523	54950		
07:00	58098	56200		
07:15	59289	57200		
07:30	60043	58200		
07:45	60746	59100		
08:00	61826	60000		
08:15	62416	60950		
08:30	62951	61900		
08:45	63570	62450		
09:00	63630	63000		
09:15	63985	63450		
09:30	63983	63900		
09:45	64208	64050		
10:00	63912	64200		
10:15	63829	64150		
10:30	63721	64100		
10:45	63688	64050		
11:00	63539	64000		
11:15	63373	63950		
11:30	63385	63900		
11:45	63365	63850		
12:00	63486	63800		
12:15		63250		
12:30	62941	62700		
12:45	64021	63200		
13:00	63138	63700		
13:15	63230	63150		
13:30	62644	62600		
13:45	62654	62550		
14:00	62393	62500		
14:15	62470	61950		
14:30	61634	61400		
14:45	60457	60650		
15:00	59990	59900		
15:15	59297	59300		
15:30	58875	58700		
15:45	58575	58100		
16:00	57839	57500		
16:15	57614	57050		
16:30	57234	56600		
16:45	56517	56250		
17:00	56240	55900		
17:15	55866	55700		
17:30	55537	55500		
17:45	55483	55700		
18:00	55756	55900		
18:15	55876	56450		
18:30	56252	57000		
18:45	57020	57900		
19:00	57509	58800		
19:15	57957	58800		
19:30	57553	58800		
19:45	57627	58900		
20:00	57851	59000		
20:15	58331	59350		
20:30	58536	59700		
20:45	59846	60350		
21:00	61071	61000		
21:15	60815	60200		
21:30	59597	59400		
21:45	58866	58650		
22:00	57972	57900		
22:15	59060	58300		
22:30	58846	58700		
22:45	60656	59400		
23:00	59866	60100		
23:15	60109	59400		
23:30	59089	58700		
23:45	59434	58600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
