Journée du 11/08/2011
Données temps réel
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	43803	43500	44000	0	0	442	42729	694	ND	5284	ND	1618	-6946	16	ND	ND	ND	ND	ND	ND	
00:15	42744	42300	42750	0	0	468	43545	720	ND	5256	ND	1566	-8796	15							
00:30	41507	41100	41500	0	0	438	42999	764	ND	4340	ND	1570	-8591	15							
00:45	39648	39900	40200	0	0	307	42423	807	ND	3058	ND	1566	-8500	15							
01:00	38993	38700	38900	0	0	201	42266	830	ND	2978	ND	1556	-8825	14	ND	ND	ND	ND	ND	ND	
01:15	38772	38700	39000	0	0	152	42298	831	ND	2133	ND	1568	-8198	14							
01:30	38629	38700	39100	0	0	170	42284	859	ND	1780	ND	1572	-8024	14							
01:45	38734	38450	38850	0	0	181	42560	905	ND	1526	ND	1573	-7998	15							
02:00	38077	38200	38600	0	0	153	42337	899	ND	1486	ND	1562	-8347	14	ND	ND	ND	ND	ND	ND	
02:15	38455	37600	38000	0	0	180	42925	943	ND	1398	ND	1571	-8550	14							
02:30	37355	37000	37400	0	0	167	42289	964	ND	936	ND	1571	-8560	15							
02:45	36641	36400	36600	0	0	174	41675	981	ND	952	ND	1573	-8702	15							
03:00	35851	35800	35800	0	0	174	40840	987	ND	973	ND	1561	-8670	15	ND	ND	ND	ND	ND	ND	
03:15	35539	35300	35400	0	0	168	40470	973	ND	952	ND	1568	-8578	15							
03:30	35108	34800	35000	0	0	178	39992	976	ND	823	ND	1567	-8415	16							
03:45	34646	34450	34650	0	0	178	39771	941	ND	735	ND	1567	-8533	16							
04:00	34312	34100	34300	0	0	174	39613	939	ND	721	ND	1563	-8683	16	ND	ND	ND	ND	ND	ND	
04:15	34300	33950	34150	0	0	154	39585	924	ND	701	ND	1576	-8626	16							
04:30	33973	33800	34000	0	0	173	39406	902	ND	669	ND	1574	-8736	16							
04:45	34232	33900	34150	0	0	165	39396	877	ND	690	ND	1575	-8457	16							
05:00	34346	34000	34300	0	0	168	39598	923	ND	777	ND	1564	-8671	16	ND	ND	ND	ND	ND	ND	
05:15	34919	34350	34650	0	0	153	40019	959	ND	1057	ND	1585	-8841	15							
05:30	35023	34700	35000	0	0	154	40189	956	ND	1083	ND	1581	-8926	15							
05:45	35540	35200	35550	0	0	154	40505	969	ND	1292	ND	1580	-8948	15							
06:00	36142	35700	36100	0	0	156	41057	957	ND	1310	ND	1574	-8899	15	ND	ND	ND	ND	ND	ND	
06:15	36723	36050	36500	0	0	161	42344	940	ND	1321	ND	1591	-9620	15							
06:30	36869	36400	36900	0	0	162	42352	948	ND	1279	ND	1591	-9450	15							
06:45	36700	36800	37100	0	0	162	41923	950	ND	2155	ND	1436	-9914	13							
07:00	37346	37200	37300	0	0	161	41874	974	ND	2322	ND	1579	-9551	14	ND	ND	ND	ND	ND	ND	
07:15	38187	37950	38200	0	0	164	41885	999	ND	2760	ND	1611	-9217	15							
07:30	39057	38700	39100	0	0	160	42617	998	ND	2835	ND	1610	-9143	14							
07:45	39666	39550	39800	0	0	164	43121	956	ND	3198	ND	1612	-9365	14							
08:00	40486	40400	40500	0	0	164	43601	929	ND	3282	ND	1611	-9083	14	ND	ND	ND	ND	ND	ND	
08:15	41474	41200	41350	0	0	155	42805	902	ND	3922	ND	1778	-8068	15							
08:30	42157	42000	42200	0	0	162	43025	856	ND	4399	ND	1771	-8035	15							
08:45	42909	42800	42950	0	0	262	43584	822	ND	4643	ND	1773	-8154	15							
09:00	43715	43600	43700	0	0	257	43844	805	ND	5206	ND	1775	-8152	15	ND	ND	ND	ND	ND	ND	
09:15	44556	44250	44350	0	0	272	43746	753	ND	5680	ND	1973	-7849	17							
09:30	45013	44900	45000	0	0	440	43783	781	ND	5950	ND	1976	-7898	18							
09:45	45241	45300	45300	0	0	401	43680	764	ND	6390	ND	1984	-7959	17							
10:00	45547	45700	45600	0	0	423	43704	750	ND	6512	ND	1978	-7801	17	ND	ND	ND	ND	ND	ND	
10:15	45944	46050	45900	0	0	379	43527	764	ND	5836	ND	2221	-6765	19							
10:30	46228	46400	46200	0	0	409	43527	792	ND	5946	ND	2219	-6645	19							
10:45	46344	46500	46400	122	0	409	43574	833	ND	5994	ND	2217	-6785	21							
11:00	46462	46600	46600	116	0	407	43487	887	ND	6072	ND	2208	-6697	21	ND	ND	ND	ND	ND	ND	
11:15	46826	46800	46900	116	0	401	42954	953	ND	6170	ND	2429	-6180	22							
11:30	47188	47000	47200	121	0	405	43055	995	ND	6304	ND	2430	-6105	22							
11:45	47373	47300	47500	122	0	420	43294	1050	ND	6123	ND	2436	-6053	23							
12:00	47807	47600	47800	167	0	432	43346	1118	ND	6255	ND	2428	-5921	23	ND	ND	ND	ND	ND	ND	
12:15	48104	47600	48050	167	0	411	43057	1129	ND	6021	ND	2545	-5212	24							
12:30	48413	47600	48300	167	0	419	43042	1186	ND	6009	ND	2542	-4939	24							
12:45	49300	48150	48900	167	0	433	43398	1218	ND	6699	ND	2552	-5154	24							
13:00	48668	48700	49500	167	0	416	43112	1229	ND	6487	ND	2538	-5267	24	ND	ND	ND	ND	ND	ND	
13:15	48023	47700	48450	173	0	433	43473	1222	ND	6473	ND	2609	-6359	25							
13:30	47367	46700	47400	167	0	415	43088	1242	ND	6177	ND	2603	-6324	25							
13:45	47201	46700	47300	167	0	406	42852	1307	ND	5894	ND	2606	-6031	25							
14:00	47183	46700	47200	167	0	368	42808	1318	ND	5806	ND	2601	-5885	25	ND	ND	ND	ND	ND	ND	
14:15	47694	46800	47350	167	0	404	43278	1364	ND	5928	ND	2577	-6023	24							
14:30	47267	46900	47500	167	0	390	43208	1348	ND	5950	ND	2576	-6372	24							
14:45	46988	46300	46950	167	0	398	43218	1435	ND	5442	ND	2578	-6249	25							
15:00	46339	45700	46400	167	0	373	42895	1439	ND	5200	ND	2563	-6298	25	ND	ND	ND	ND	ND	ND	
15:15	46098	45350	46050	167	0	368	43260	1493	ND	4902	ND	2486	-6578	24							
15:30	45651	45000	45700	37	0	352	43178	1459	ND	4810	ND	2488	-6674	22							
15:45	45508	44650	45400	0	0	347	43451	1484	ND	4399	ND	2486	-6658	21							
16:00	45148	44300	45100	0	0	354	43138	1497	ND	4417	ND	2466	-6724	21	ND	ND	ND	ND	ND	ND	
16:15	44745	44050	44850	0	0	395	43338	1523	ND	5031	ND	2326	-7866	20							
16:30	44655	43800	44600	0	0	320	43384	1599	ND	5082	ND	2312	-8040	20							
16:45	44404	43500	44350	0	0	339	43434	1589	ND	4839	ND	2313	-8110	20							
17:00	44354	43200	44100	0	0	334	43253	1587	ND	5014	ND	2304	-8136	20	ND	ND	ND	ND	ND	ND	
17:15	43737	43000	43900	0	0	438	43560	1587	ND	5472	ND	2128	-9447	19							
17:30	43969	42800	43700	0	0	450	43593	1587	ND	5479	ND	2124	-9263	19							
17:45	44058	43000	43850	0	0	430	43608	1537	ND	5728	ND	2127	-9370	19							
18:00	44325	43200	44000	0	0	435	43503	1609	ND	5825	ND	2127	-9167	19	ND	ND	ND	ND	ND	ND	
18:15	44332	43450	44150	0	0	434	43565	1548	ND	5793	ND	1909	-8915	17							
18:30	44631	43700	44300	0	0	432	43732	1562	ND	6011	ND	1927	-9032	17							
18:45	45148	44150	44700	0	0	452	43901	1551	ND	6506	ND	1915	-9176	17							
19:00	45418	44600	45100	0	0	452	43987	1542	ND	6684	ND	1901	-9147	17	ND	ND	ND	ND	ND	ND	
19:15	45178	44350	44900	0	0	464	43697	1476	ND	6399	ND	1734	-8592	16							
19:30	45023	44100	44700	0	0	456	43724	1412	ND	6443	ND	1741	-8752	16							
19:45	44907	43850	44450	0	0	459	43946	1413	ND	5977	ND	1741	-8628	16							
20:00	44576	43600	44200	0	0	454	43990	1394	ND	5978	ND	1732	-8965	16	ND	ND	ND	ND	ND	ND	
20:15	44006	43150	43800	0	0	439	43616	1401	ND	6114	ND	1656	-9213	15							
20:30	43401	42700	43400	0	0	453	43492	1345	ND	5888	ND	1653	-9424	15							
20:45	43300	42550	43300	0	0	453	43537	1340	ND	5677	ND	1649	-9350	15							
21:00	43258	42400	43200	0	0	474	43470	1297	ND	5712	ND	1654	-9343	16	ND	ND	ND	ND	ND	ND	
21:15	43636	42900	43700	0	0	455	43302	1312	ND	5500	ND	1645	-8572	16							
21:30	43893	43400	44200	0	0	458	43384	1365	ND	5683	ND	1644	-8635	16							
21:45	44268	43400	44250	0	0	454	43312	1403	ND	5909	ND	1645	-8445	15							
22:00	43709	43400	44300	0	0	458	42649	1415	ND	6025	ND	1631	-8463	16	ND	ND	ND	ND	ND	ND	
22:15	44130	43800	44700	0	0	457	42325	1398	ND	6208	ND	1641	-7893	16							
22:30	44614	44200	45100	0	0	447	42148	1409	ND	6330	ND	1646	-7354	16							
22:45	46891	45300	46250	0	0	456	42597	1422	ND	7786	ND	1647	-7005	15							
23:00	45920	46400	47400	0	0	463	42315	1472	ND	7022	ND	1635	-6974	15	ND	ND	ND	ND	ND	ND	
23:15	45787	45550	46400	0	0	209	42227	1504	ND	6647	ND	1620	-6402	13							
23:30	45067	44700	45400	0	0	84	41350	1512	ND	6577	ND	1624	-6068	13							
23:45	45357	44500	44850	0	0	35	41619	1458	ND	6447	ND	1618	-5808	13							
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
