Journée du 22/07/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	50262	49500	50300		
00:15	49291	48500	49100		
00:30	47829	47500	47900		
00:45	46550	46350	46700		
01:00	45593	45200	45500		
01:15	45930	45500	45750		
01:30	45237	45800	46000		
01:45	45361	45650	45800		
02:00	44635	45500	45600		
02:15	44957	44700	44950		
02:30	44319	43900	44300		
02:45	43222	43150	43350		
03:00	42365	42400	42400		
03:15	42195	41850	42000		
03:30	41729	41300	41600		
03:45	41358	40950	41250		
04:00	40883	40600	40900		
04:15	40848	40450	40750		
04:30	40732	40300	40600		
04:45	40729	40500	40950		
05:00	41509	40700	41300		
05:15	42184	41250	42000		
05:30	42687	41800	42700		
05:45	43095	42350	43000		
06:00	43266	42900	43300		
06:15	43728	43300	43800		
06:30	44455	43700	44300		
06:45	45229	44500	45200		
07:00	46361	45300	46100		
07:15	47443	46450	47300		
07:30	48491	47600	48500		
07:45	49367	48800	49550		
08:00	50631	50000	50600		
08:15	51638	50900	51700		
08:30	52754	51800	52800		
08:45	53455	52600	53450		
09:00	54026	53400	54100		
09:15	54771	54000	54650		
09:30	55249	54600	55200		
09:45	55334	55100	55400		
10:00	55540	55600	55600		
10:15	56286	55850	56100		
10:30	56554	56100	56600		
10:45	56599	56350	56650		
11:00	56598	56600	56700		
11:15	57139	56800	57000		
11:30	57292	57000	57300		
11:45	57522	57200	57550		
12:00	57733	57400	57800		
12:15	57631	57000	57450		
12:30	57486	56600	57100		
12:45	58278	57350	57750		
13:00	57576	58100	58400		
13:15	57583	57200	57750		
13:30	57203	56300	57100		
13:45	57473	56750	57550		
14:00	57294	57200	58000		
14:15	57698	56900	57650		
14:30	57293	56600	57300		
14:45	56781	56250	56950		
15:00	56701	55900	56600		
15:15	56206	55600	56300		
15:30	55915	55300	56000		
15:45	55719	55000	55650		
16:00	55108	54700	55300		
16:15	54996	54350	54950		
16:30	54703	54000	54600		
16:45	54322	53700	54300		
17:00	54003	53400	54000		
17:15	53622	53000	53550		
17:30	53274	52600	53100		
17:45	52956	52450	52950		
18:00	53014	52300	52800		
18:15	53205	52350	52900		
18:30	53381	52400	53000		
18:45	53623	52650	53250		
19:00	54047	52900	53500		
19:15	53534	52550	53150		
19:30	53284	52200	52800		
19:45	52567	51650	52250		
20:00	52233	51100	51700		
20:15	51681	50500	51050		
20:30	51000	49900	50400		
20:45	50490	49500	50000		
21:00	49742	49100	49600		
21:15	49458	48950	49450		
21:30	49225	48800	49300		
21:45	49528	49300	49800		
22:00	49932	49800	50300		
22:15	51564	50600	51050		
22:30	51768	51400	51800		
22:45	54173	52250	52650		
23:00	53422	53100	53500		
23:15	52926	52250	52700		
23:30	52029	51400	51900		
23:45	51991	51000	51250		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
