Journée du 30/12/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	58943	56500	57900	515	0	3105	48545	5050	0	7606	-2	698	-6574	31	1384	-1500	-1930	-1100	-864	-1155	
00:15		55650	57000																		
00:30	57274	54800	56100	515	0	3115	46820	5078	0	6792	-509	704	-5241	32							
00:45		53800	54850																		
01:00	54591	52800	53600	515	0	3120	45999	5184	0	6226	-1942	700	-5211	34	1406	-1500	-2041	-1300	-864	-1065	
01:15		52900	53950																		
01:30	54560	53000	54300	519	0	3111	45976	5202	0	6165	-1576	697	-5535	34							
01:45		53000	54150																		
02:00	53958	53000	54000	519	0	3111	45139	5159	0	6122	-1257	704	-5540	34	1500	-1300	-2274	-1274	-864	-1054	
02:15		52500	53250																		
02:30	53475	52000	52500	519	0	3109	44953	5112	0	5987	-1595	699	-5309	34							
02:45		51150	51450																		
03:00	51462	50300	50400	521	0	3112	43805	5040	0	5999	-2346	706	-5374	36	1450	-1300	-1992	-1149	-839	-935	
03:15		49600	49650																		
03:30	50060	48900	48900	521	0	3119	42558	4946	0	5852	-2601	693	-5028	37							
03:45		48200	48350																		
04:00	48908	47500	47800	521	0	3111	41055	4950	0	5862	-2688	689	-4593	38	1471	-1300	-1816	-1123	-839	-781	
04:15		47000	47450																		
04:30	48317	46500	47100	521	0	3104	40540	4860	0	5852	-3040	680	-4200	38							
04:45		46250	47100																		
05:00	48057	46000	47100	521	0	3104	40610	4790	0	5645	-2877	682	-4419	38	1365	-1299	-1556	-1221	-839	-689	
05:15		46100	47400																		
05:30	48495	46200	47700	521	0	3114	40895	4774	0	5603	-2871	677	-4219	38							
05:45		46400	47900																		
06:00	48781	46600	48100	521	0	3110	41167	4724	0	5583	-2406	669	-4587	38	1489	-1300	-1994	-1263	-864	-553	
06:15		46750	48550																		
