Journée du 26/07/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	479	557	42292	836	6375	1689	-7808	1336	44422	43900	44400		
00:15	0	477	620	42970	856	5265	1693	-8134	1358	43749	42800	43350		
00:30	0	431	627	42647	879	4236	1681	-8275	1311	42226	41700	42300		
00:45	0	354	578	41677	897	3998	1688	-8290	1223	40903	40550	41150		
01:00	0	284	606	41883	895	3020	1699	-8232	1170	40155	39400	40000		
01:15	0	315	637	42228	893	2727	1695	-8067	1210	40429	39650	40100		
01:30	0	287	662	41599	903	2674	1713	-7952	1199	39887	39900	40200		
01:45	0	293	671	41791	908	2580	1699	-7964	1202	39980	39750	40100		
02:00	0	264	700	41064	904	2584	1701	-8050	1186	39168	39600	40000		
02:15	0	332	744	41960	907	2333	1685	-8247	1260	39715	38800	39300		
02:30	0	371	703	41299	904	1830	1705	-8195	1291	38618	38000	38600		
02:45	0	334	733	40852	902	1691	1708	-8227	1268	37993	37350	37900		
03:00	0	286	683	40123	896	1611	1707	-8198	1203	37110	36700	37200		
03:15	0	309	710	40523	900	1372	1696	-8576	1231	36936	36300	36850		
03:30	0	301	762	40099	918	1315	1698	-8582	1242	36511	35900	36500		
03:45	0	286	798	39932	907	1225	1702	-8623	1242	36228	35700	36200		
04:00	0	278	796	39608	892	1156	1698	-8412	1232	36016	35500	35900		
04:15	0	287	752	39789	875	1158	1688	-8341	1221	36209	35500	36000		
04:30	0	280	731	39978	869	1122	1706	-8517	1214	36170	35500	36100		
04:45	0	295	748	40136	876	1268	1700	-8561	1232	36463	35900	36450		
05:00	0	287	717	40191	846	1369	1700	-8283	1213	36828	36300	36800		
05:15	0	292	694	40605	836	1340	1673	-7629	1199	37813	37100	37600		
05:30	0	311	736	41232	797	1450	1691	-7823	1240	38395	37900	38400		
05:45	0	290	693	41051	787	2530	1691	-8082	1204	38961	38350	39100		
06:00	0	298	683	40845	746	3228	1690	-7697	1208	39793	38800	39800		
06:15	0	290	750	40635	738	3993	1683	-7569	1221	40521	39500	40350		
06:30	0	287	833	40986	743	4088	1686	-7689	1250	40936	40200	40900		
06:45	0	409	1039	41101	730	4280	1697	-7750	1445	41506	41150	41750		
07:00	0	420	1011	41417	715	4339	1697	-6956	1446	42644	42100	42600		
07:15	0	442	1259	41142	715	4502	1676	-6011	1548	43726	43350	43800		
07:30	0	475	1486	42392	692	4687	1694	-6469	1668	44959	44600	45000		
07:45	0	609	1583	42649	665	4912	1675	-6479	1824	45614	45700	46050		
08:00	0	701	1850	42756	682	5023	1681	-5687	2011	47006	46800	47100		
08:15	0	768	1946	42928	691	5274	1717	-5422	2125	47903	47800	48100		
08:30	0	887	2126	43359	694	5848	1717	-5594	2303	49038	48800	49100		
08:45	0	1003	2324	42952	688	6537	1710	-5462	2483	49752	49550	49700		
09:00	0	1091	2617	43136	712	6563	1698	-5465	2668	50352	50300	50300		
09:15	0	1179	2571	43458	703	7248	1707	-5842	2740	51024	50900	51000		
09:30	0	1301	2494	43574	710	7549	1720	-5630	2834	51719	51500	51700		
09:45	4	1346	2524	43650	721	8083	1718	-5766	2891	52281	51950	52100		
10:00	0	1366	2505	43542	730	8072	1729	-5476	2905	52469	52400	52500		
10:15	29	1366	2486	43696	737	8671	1732	-5838	2922	52880	52750	52800		
10:30	29	1403	2543	43743	755	8699	1724	-5775	2975	53123	53100	53100		
10:45	29	1510	2580	43723	739	8876	1721	-5764	3090	53414	53350	53350		
11:00	27	1637	2551	43676	750	8935	1737	-5635	3206	53680	53600	53600		
11:15	29	1611	2587	43655	753	8736	1740	-5112	3197	53999	53950	53950		
11:30	0	1733	2620	43599	769	8880	1722	-4976	3296	54348	54300	54300		
11:45	18	1816	2696	43440	793	9175	1748	-5237	3427	54450	54650	54600		
12:00	87	1816	2659	43424	808	8975	1752	-4726	3471	54796	55000	54900		
12:15	90	1746	2296	43360	871	8243	1746	-3482	3273	54870	54750	54700		
12:30	109	1801	2401	43356	896	8221	1742	-3668	3377	54860	54500	54500		
12:45	111	1942	2466	43303	950	8772	1741	-3650	3537	55637	55300	55200		
13:00	112	1812	2455	43474	979	8333	1767	-3949	3419	54983	56100	55900		
13:15	117	1903	2444	43351	1003	8387	1738	-4254	3495	54690	55250	55100		
13:30	115	1915	2468	43336	1058	7840	1726	-4123	3509	54336	54400	54300		
13:45	115	1892	2425	43407	1123	7967	1723	-4196	3470	54458	54600	54400		
14:00	113	1839	2406	43354	1142	7862	1736	-3953	3416	54500	54800	54500		
14:15	137	1956	2558	43587	1113	8163	1740	-4456	3604	54800	54750	54550		
14:30	136	1824	2597	43537	1151	7747	1750	-4327	3495	54416	54700	54600		
14:45	139	1822	2556	43588	1107	7445	1751	-4366	3481	54043	54200	54100		
15:00	137	1620	2601	43410	1157	7194	1747	-4421	3300	53446	53700	53600		
15:15	138	1884	2631	43631	1142	6712	1736	-4635	3560	53240	53350	53250		
15:30	137	1792	2808	43456	1163	6562	1748	-4845	3540	52823	53000	52900		
15:45	139	1701	2826	43570	1139	6285	1742	-4945	3458	52458	52700	52600		
16:00	156	1565	2819	43550	1152	6021	1757	-4914	3345	52107	52400	52300		
16:15	157	1589	2824	43941	1175	5754	1740	-5526	3364	51655	52000	51950		
16:30	159	1499	2806	44106	1148	5219	1739	-5149	3272	51528	51600	51600		
16:45	159	1433	2825	44148	1212	4990	1741	-5166	3216	51343	51200	51200		
17:00	164	1310	2782	44107	1196	5001	1742	-5517	3087	50785	50800	50800		
17:15	165	1389	2817	44454	1243	5054	1723	-6469	3168	50376	50350	50350		
17:30	166	1377	2802	44408	1238	5189	1725	-6419	3153	50487	49900	49900		
17:45	164	1349	2786	44203	1270	5308	1738	-6494	3124	50325	49800	49800		
18:00	164	1312	2789	44039	1300	5226	1717	-6117	3081	50430	49700	49700		
18:15	48	1262	2816	43538	1308	4921	1721	-5100	2952	50515	50000	50000		
18:30	52	1291	2797	43823	1288	5000	1729	-5360	2979	50620	50300	50300		
18:45	53	1308	2798	44072	1294	5189	1729	-5510	2996	50933	50700	50700		
19:00	52	1398	2830	44454	1278	5449	1716	-5653	3088	51525	51100	51100		
19:15	50	1449	2849	44381	1243	6335	1714	-6665	3142	51357	50800	50800		
19:30	49	1488	2818	44242	1228	6040	1721	-6461	3170	51126	50500	50500		
19:45	53	1510	2836	44270	1198	5824	1702	-6618	3194	50777	50000	50050		
