Journée du 07/03/2001
Heures	Consommation	PrévisionJ-1		
00:00	51319	51500		
00:15	51069	50850		
00:30	50240	50200		
00:45	49069	49399		
01:00	48599	48599		
01:15	49130	49099		
01:30	48830	49599		
01:45	49430	49699		
02:00	48779	49799		
02:15	49069	49249		
02:30	47930	48700		
02:45	47220	47999		
03:00	46020	47299		
03:15	45650	46749		
03:30	44930	46200		
03:45	44560	45700		
04:00	44110	45200		
04:15	44049	45100		
04:30	43869	45000		
04:45	43799	45100		
05:00	43979	45200		
05:15	44720	45950		
05:30	45139	46700		
05:45	46020	47550		
06:00	46740	48400		
06:15	48279	49550		
06:30	49580	50700		
06:45	51369	52249		
07:00	52849	53799		
07:15	54319	54699		
07:30	54619	55599		
07:45	55009	56199		
08:00	55830	56799		
08:15	56700	57349		
08:30	57099	57900		
08:45	57509	58099		
09:00	57790	58299		
09:15	58040	58449		
09:30	57919	58599		
09:45	58020	58399		
10:00	57889	58200		
10:15	57619	57999		
10:30	57419	57799		
10:45	57340	57649		
11:00	56970	57500		
11:15	57180	57350		
11:30	57180	57200		
11:45	57009	56800		
12:00	56889	56400		
12:15	56439	55950		
12:30	56029	55500		
12:45	56900	56200		
13:00	56250	56900		
13:15	56209	56349		
13:30	55830	55799		
13:45	55849	55799		
14:00	55720	55799		
14:15	55750	55299		
14:30	55200	54799		
14:45	54259	54199		
15:00	53729	53599		
15:15	53220	53249		
15:30	53020	52900		
15:45	52669	52599		
16:00	52430	52299		
16:15	52169	52149		
16:30	52060	52000		
16:45	51590	51850		
17:00	51389	51700		
17:15	51130	51800		
17:30	51209	51900		
17:45	51279	52200		
18:00	52069	52500		
18:15	52810	53500		
18:30	54180	54500		
18:45	56259	56299		
19:00	58340	58099		
19:15	58979	58399		
19:30	58959	58700		
19:45	58299	57950		
20:00	57360	57200		
20:15	56439	56249		
20:30	55500	55299		
20:45	54240	54249		
21:00	53189	53200		
21:15	52000	52100		
21:30	50849	51000		
21:45	50389	50250		
22:00	49279	49500		
22:15	50380	50100		
22:30	50750	50700		
22:45	51819	51300		
23:00	50860	51900		
23:15	50450	51300		
23:30	50080	50700		
23:45	50150	50300		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
