Journée du 29/07/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	191	1522	2535	42239	745	5054	1429	-4129	3098	49588	49200	49600		
00:15	225	1789	2522	42713	709	5832	1640	-6998	3461	48433	47850	48100		
00:30	190	1531	2264	41826	697	5692	1652	-7207	3097	46647	46500	46600		
00:45	185	1513	1874	41764	692	4957	1033	-7147	2688	44872	45350	45750		
01:00	186	1483	1701	41684	684	4688	1021	-6567	2593	44882	44200	44900		
01:15	173	1521	1530	42001	664	4127	1035	-6182	2563	44870	44350	45050		
01:30	114	1366	1537	41629	650	4013	2023	-6140	2765	45193	44500	45200		
01:45	77	1376	1491	41764	652	4026	1021	-6125	2327	44283	44200	44500		
02:00	64	1315	1542	41735	672	3620	1017	-6181	2275	43786	43900	43800		
02:15	68	1338	1494	41735	699	3469	953	-6044	2258	43714	43250	43400		
02:30	73	1369	1354	41233	711	2400	1676	-5847	2530	42971	42600	43000		
02:45	75	1369	1338	41633	702	2510	715	-5970	2142	42373	41900	42200		
03:00	70	1329	1348	41177	711	2104	715	-6022	2103	41433	41200	41400		
03:15	67	1326	1300	41639	737	2039	690	-6768	2070	41031	40750	41000		
03:30	59	1288	1301	41508	715	1598	686	-6530	2026	40627	40300	40600		
03:45	58	1221	1297	41559	666	1514	684	-6641	1959	40359	39950	40150		
04:00	54	1185	1312	41478	647	1520	676	-7135	1923	39738	39600	39700		
04:15	71	1219	1349	41869	669	1535	677	-7494	1983	39896	39450	39750		
04:30	64	1132	1318	41993	669	1497	701	-7528	1893	39848	39300	39800		
04:45	55	1056	1319	41738	694	1662	700	-7442	1813	39784	39550	40000		
05:00	67	1107	1302	42229	707	1596	680	-7490	1857	40199	39800	40200		
05:15	65	1103	1347	42410	712	2297	681	-7748	1868	40868	40250	40650		
05:30	73	1119	1302	42640	704	2289	685	-7663	1875	41151	40700	41100		
05:45	58	1089	1312	42564	708	3045	676	-7902	1834	41551	41300	41700		
06:00	80	1111	1348	42659	697	3371	667	-7660	1882	42274	41900	42300		
06:15	126	1145	1460	42692	709	3908	772	-7896	2034	42918	42300	42800		
06:30	156	1354	1458	43031	750	3922	771	-8137	2258	43306	42700	43300		
06:45	184	1408	1573	42712	734	4624	1001	-8325	2465	43912	43450	44050		
07:00	191	1466	1585	42872	740	4706	988	-7760	2526	44789	44200	44800		
07:15	213	1411	1688	42752	739	5024	1036	-6985	2547	45878	45350	45900		
07:30	236	1710	1851	43395	732	5200	1047	-7206	2915	46967	46500	47000		
07:45	241	1781	1844	43507	713	5489	1444	-7261	3144	47759	47450	47900		
08:00	236	1953	1879	43810	715	5452	1444	-6710	3317	48779	48400	48800		
08:15	235	1689	1981	42817	692	5400	1323	-4226	3052	49912	49300	49650		
08:30	238	1972	2055	43493	707	5496	1325	-4803	3353	50485	50200	50500		
08:45	236	1896	2039	43630	725	6144	1634	-4968	3396	51338	50950	51300		
09:00	235	1949	2004	43691	755	6138	1634	-4311	3434	52096	51700	52100		
09:15	237	1888	2002	43563	758	6463	1414	-3342	3288	52984	52350	52750		
09:30	236	1861	2015	43601	744	7064	1401	-3510	3261	53412	53000	53400		
09:45	237	1943	2039	43584	721	7302	1369	-3412	3336	53784	53400	53750		
10:00	236	2036	2039	43615	738	7344	1376	-3248	3428	54138	53800	54100		
10:15	238	1992	2040	43558	745	7176	1316	-2257	3363	54809	54050	54450		
10:30	238	2126	2052	43682	777	7133	1319	-2518	3497	54810	54300	54800		
10:45	239	2171	2046	43657	788	7245	1449	-2419	3591	55177	54600	55150		
11:00	239	2172	2050	43682	827	7285	1011	-2519	3419	54749	54900	55500		
11:15	237	2126	2025	43656	854	7739	1419	-2315	3527	55743	55100	55700		
11:30	237	2087	2059	43747	823	7352	1271	-2120	3442	55457	55300	55900		
11:45	250	2168	2083	43691	841	7687	1699	-2262	3711	56159	55600	56100		
12:00	261	2146	2023	43685	854	7828	1720	-2140	3685	56378	55900	56300		
12:15	282	2065	2037	43619	879	7463	1705	-1765	3623	56286	55600	56000		
12:30	293	2053	1836	43641	890	7442	1694	-2173	3544	55677	55300	55700		
12:45	291	2180	1829	43664	924	8036	1699	-1774	3663	56849	55850	56300		
13:00	264	2055	1803	43664	902	7588	1713	-1992	3518	55998	56400	56900		
13:15	231	2060	1810	43398	898	7451	1721	-1956	3502	55615	55650	55900		
13:30	203	2048	1812	43207	902	6932	1706	-1758	3463	55054	54900	54900		
13:45	182	2067	1839	43338	989	7019	1693	-2042	3469	55085	54850	54950		
14:00	172	2039	2012	43230	1010	6821	1691	-1972	3495	55004	54800	55000		
14:15	231	2306	1642	43845	1035	6913	1677	-2078	3660	55571	55000	55150		
14:30	205	2253	1624	43650	1028	6807	1713	-2204	3596	55078	55200	55300		
14:45	206	2244	1617	43602	1106	6692	1688	-2322	3576	54834	54700	54800		
15:00	187	2120	1624	43328	1150	6435	1677	-2334	3440	54188	54200	54300		
15:15	199	2157	1623	43485	1174	6944	1698	-3399	3493	53883	53750	53850		
15:30	186	2073	1621	43434	1176	6658	1699	-3372	3402	53476	53300	53400		
15:45	208	2132	1637	43565	1166	6140	1684	-3272	3476	53263	53150	53250		
16:00	186	2030	1787	43431	1156	5977	1708	-3493	3424	52783	53000	53100		
16:15	167	2011	1647	43438	1180	5998	1700	-3800	3337	52343	52650	52800		
16:30	141	1968	1607	43249	1236	5962	1698	-3627	3260	52235	52300	52500		
16:45	117	1970	1663	43278	1242	5727	1701	-3781	3264	51918	52000	52200		
17:00	108	1911	1683	43200	1272	5690	1695	-3966	3204	51593	51700	51900		
17:15	54	1876	1939	43151	1221	6017	1685	-4833	3216	51112	51400	51600		
17:30	49	1777	2185	42804	1212	5820	1688	-4713	3207	50824	51100	51300		
17:45	49	1857	2174	42953	1261	5472	1697	-4337	3283	51127	51050	51250		
18:00	51	1799	2196	42955	1268	5356	1692	-4258	3235	51059	51000	51200		
18:15	51	1787	2008	43224	1235	5321	1698	-4182	3158	51143	51200	51400		
18:30	51	1769	2004	43307	1180	5415	1705	-4236	3142	51196	51400	51600		
18:45	52	1776	2007	43340	1150	5615	1714	-4209	3154	51446	51700	51850		
19:00	52	1782	2030	43401	1108	5656	1703	-4296	3164	51436	52000	52100		
19:15	53	1818	2031	43508	1080	5721	1706	-4765	3201	51153	51600	51700		
19:30	52	1765	2039	43204	1049	5655	1709	-4541	3153	50932	51200	51300		
19:45	52	1820	2024	43309	1023	5267	1728	-4792	3208	50431	50650	50750		
20:00	52	1815	2037	43095	971	5252	1715	-5036	3203	49901	50100	50200		
20:15	53	1847	2013	43532	962	5743	1708	-6512	3223	49347	49450	49500		
20:30	50	1804	2015	43124	896	5736	1713	-6789	3182	48550	48800	48800		
20:45	50	1815	2035	43290	872	5290	1707	-6702	3198	48359	48400	48400		
21:00	49	1737	2011	42885	816	5296	1704	-6704	3112	47795	48000	48000		
21:15	53	1767	2009	43064	780	5245	1694	-6708	3139	47904	47950	47950		
21:30	50	1761	2012	42862	749	5378	1701	-6697	3135	47818	47900	47900		
21:45	51	1743	2102	42968	726	5737	1693	-6800	3148	48222	48450	48450		
22:00	45	1702	2177	42596	733	5610	1725	-6150	3143	48439	49000	49000		
