Journée du 21/06/2006
Heures	Consommation	PrévisionJ-1		
00:00	48870	49200		
00:15	48066	48100		
00:30	46586	47000		
00:45	45160	45900		
01:00	44472	44800		
01:15	44677	45100		
01:30	44331	45400		
01:45	44767	45300		
02:00	44155	45200		
02:15	44615	44500		
02:30	43443	43800		
02:45	42733	43000		
03:00	41964	42200		
03:15	41509	41800		
03:30	41156	41400		
03:45	40756	41000		
04:00	40316	40600		
04:15	40385	40550		
04:30	40341	40500		
04:45	40293	40700		
05:00	40498	40900		
05:15	41223	41200		
05:30	41539	41500		
05:45	41798	41850		
06:00	42130	42200		
06:15	43126	43150		
06:30	43991	44100		
06:45	45274	45250		
07:00	46316	46400		
07:15	47572	47800		
07:30	48899	49200		
07:45	49857	50200		
08:00	50834	51200		
08:15	51910	52200		
08:30	52666	53200		
08:45	53486	53900		
09:00	54091	54600		
09:15	54746	55150		
09:30	55244	55700		
09:45	55613	55950		
10:00	56054	56200		
10:15	56432	56400		
10:30	56471	56600		
10:45	56651	56750		
11:00	56899	56900		
11:15	57198	57100		
11:30	57231	57300		
11:45	57637	57450		
12:00	57963	57600		
12:15	57470	57150		
12:30	57385	56700		
12:45	58298	57450		
13:00	57208	58200		
13:15	56883	57450		
13:30	56480	56700		
13:45	56778	57000		
14:00	56475	57300		
14:15	57275	57100		
14:30	56682	56900		
14:45	56529	56500		
15:00	56021	56100		
15:15	55791	55900		
15:30	55475	55700		
15:45	55329	55450		
16:00	54968	55200		
16:15	54555	54800		
16:30	54300	54400		
16:45	53854	54050		
17:00	53586	53700		
17:15	53076	53350		
17:30	52779	53000		
17:45	52727	52750		
18:00	52816	52500		
18:15	52698	52700		
18:30	52390	52900		
18:45	52870	53250		
19:00	52905	53600		
19:15	52548	52950		
19:30	52089	52300		
19:45	51294	51850		
20:00	50800	51400		
20:15	50227	50750		
20:30	49538	50100		
20:45	48663	49650		
21:00	48415	49200		
21:15	48039	48850		
21:30	47451	48500		
21:45	47638	48950		
22:00	47685	49400		
22:15	48955	50000		
22:30	49732	50600		
22:45	51583	51550		
23:00	51462	52500		
23:15	50934	51600		
23:30	49965	50700		
23:45	50111	49850		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
