Journée du 20/11/2010
Heures	Consommation	PrévisionJ-1	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	PrévisionJ		
00:00	64097	63600	0	2978	2503	50606	878	6378	5581	-4828	5993	64100		
00:15	63476	62650	0	3385	2461	51219	868	7551	5537	-7548	6351	62900		
00:30	61587	61700	0	2855	2299	50587	898	6557	5534	-7144	5782	61700		
00:45	60127	60500	0	2664	2180	50206	908	5616	5543	-6991	5559	60450		
01:00	59355	59300	0	2637	2087	50223	912	5041	5537	-7083	5498	59200		
01:15	59471	59550	0	2456	2098	50132	902	4374	5535	-6028	5327	59450		
01:30	58948	59800	0	2265	2096	50083	924	4112	5535	-6069	5143	59700		
01:45	59148	59650	0	2449	2118	50538	923	3850	5495	-6227	5312	59550		
02:00	58249	59500	0	2247	2107	50227	917	3707	5509	-6468	5120	59400		
02:15	58775	58900	0	2519	2140	50595	913	3951	5518	-6862	5396	58500		
02:30	57471	58300	0	2197	2123	50197	923	3483	5538	-6991	5088	57600		
02:45	56476	57250	0	2030	1983	49965	917	2771	5530	-6723	4875	56650		
03:00	55705	56200	0	1800	2009	49669	952	2722	5528	-6977	4663	55700		
03:15	54997	55500	0	1888	1630	50231	973	2904	5532	-8163	4612	55000		
03:30	54391	54800	0	1747	1628	49897	1000	2704	5524	-8110	4473	54300		
03:45	53919	54200	0	1643	1564	49886	968	2325	5552	-8021	4361	53800		
04:00	53299	53600	0	1535	1550	49945	987	2332	5521	-8573	4240	53300		
04:15	53127	53250	0	1672	1569	50241	1008	2414	5547	-9325	4389	53100		
04:30	52879	52900	0	1644	1555	50375	1040	2323	5547	-9606	4357	52900		
04:45	52820	52750	0	1590	1566	50470	1085	2055	5543	-9490	4308	52800		
05:00	52752	52600	0	1533	1559	50261	1124	2047	5524	-9297	4242	52700		
05:15	53342	52900	0	1536	1835	50172	1140	2053	5536	-8932	4350	53150		
05:30	53598	53200	0	1539	1822	50168	1212	2111	5526	-8783	4344	53600		
05:45	53825	53500	0	1541	2011	50280	1193	2317	5538	-9056	4419	53900		
06:00	54225	53800	0	1540	2004	50068	1224	2250	5538	-8401	4415	54200		
06:15	54927	54350	0	1503	1881	50201	1235	2216	5569	-7680	4348	54800		
06:30	55371	54900	0	1556	1909	50695	1261	2238	5546	-7835	4400	55400		
06:45	55844	55450	0	1561	1903	50692	1281	2723	5554	-7870	4405	55900		
07:00	56364	56000	0	1552	1891	50435	1315	2747	5552	-7129	4392	56400		
07:15	57186	56800	0	1372	2036	50082	1366	2461	5526	-5658	4261	57200		
