Journée du 11/04/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	52697	52200	52700		
00:15	52159	51250	51650		
00:30	50594	50300	50600		
00:45	49104	49200	49350		
01:00	48363	48100	48100		
01:15	48883	48450	48500		
01:30	48398	48800	48900		
01:45	48559	48700	48750		
02:00	47653	48600	48600		
02:15	48057	47800	47700		
02:30	46868	47000	46800		
02:45	46221	46100	45900		
03:00	45197	45200	45000		
03:15	44532	44600	44400		
03:30	43793	44000	43800		
03:45	43057	43400	43150		
04:00	42562	42800	42500		
04:15	42464	42500	42200		
04:30	41964	42200	41900		
04:45	41810	41850	41700		
05:00	41609	41500	41500		
05:15	42152	41800	41800		
05:30	42159	42100	42100		
05:45	42312	42450	42550		
06:00	42992	42800	43000		
06:15	43328	43150	43350		
06:30	43714	43500	43700		
06:45	44217	43800	43950		
07:00	44192	44100	44200		
07:15	44700	44400	44600		
07:30	44886	44700	45000		
07:45	45367	45400	45600		
08:00	46233	46100	46200		
08:15	47113	46850	47050		
08:30	47882	47600	47900		
08:45	48684	48400	48700		
09:00	49439	49200	49500		
09:15	50379	49750	50250		
09:30	50848	50300	51000		
09:45	51290	50500	51300		
10:00	51459	50700	51600		
10:15	51913	50700	51850		
10:30	51711	50700	52100		
10:45	51862	50550	51950		
11:00	51792	50400	51800		
11:15	51826	50550	51950		
11:30	52115	50700	52100		
11:45	52215	51100	52350		
12:00	52627	51500	52600		
12:15	53229	51900	53000		
12:30	53381	52300	53400		
12:45	54533	53000	54050		
13:00	53910	53700	54700		
13:15	53385	52700	53550		
13:30	52441	51700	52400		
13:45	51761	51150	51800		
14:00	51241	50600	51200		
14:15	51517	50450	51150		
14:30	50854	50300	51100		
14:45	50155	49400	50150		
15:00	49648	48500	49200		
15:15	49434	48100	48800		
15:30	48687	47700	48400		
15:45	48394	47200	47850		
16:00	47940	46700	47300		
16:15	47561	46450	47000		
16:30	47210	46200	46700		
16:45	46900	45950	46450		
17:00	46729	45700	46200		
17:15	46485	45650	46100		
17:30	46768	45600	46000		
17:45	46937	45950	46300		
18:00	47338	46300	46600		
18:15	47763	46800	47100		
18:30	48266	47300	47600		
18:45	48953	48000	48250		
19:00	49863	48700	48900		
19:15	50101	48850	49050		
19:30	50332	49000	49200		
19:45	50194	49250	49400		
20:00	50614	49500	49600		
20:15	50668	49750	49850		
20:30	50889	50000	50100		
20:45	51352	50700	50750		
21:00	51378	51400	51400		
21:15	51289	51000	51050		
21:30	50763	50600	50700		
21:45	50300	50000	50100		
22:00	49652	49400	49500		
22:15	50439	49950	50100		
22:30	50576	50500	50700		
22:45	52895	51350	51550		
23:00	52366	52200	52400		
23:15	52516	51600	51800		
23:30	51731	51000	51200		
23:45	52498	50750	50850		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
