Journée du 06/11/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	61253	59500	59900	553	3113	3037	49932	1244	0	7774	-43	692	-5048	75	2500	-1000	-1996	-1000	-2182	-2052	
00:15		58450	58800																		
00:30	59332	57400	57700	554	3051	3026	49605	1278	0	6649	-93	696	-5436	75							
00:45		56350	56500																		
01:00	56667	55300	55300	555	2611	3099	49166	1244	0	6209	-1496	696	-5417	72	2500	-1000	-1637	-1100	-2235	-1842	
01:15		55200	55550																		
01:30	56444	55100	55800	557	2622	3142	49412	1211	0	5698	-2053	685	-4830	74							
01:45		55100	55550																		
02:00	55883	55100	55300	557	2481	3235	49018	1234	0	5693	-2052	688	-4970	72	2405	-1000	-2132	-1100	-2085	-2341	
02:15		54550	54700																		
02:30	55445	54000	54100	554	2588	3332	49351	1224	0	5657	-2078	678	-5862	74							
02:45		53000	53150																		
03:00	53562	52000	52200	555	2035	3316	48848	1210	0	5454	-2416	677	-6116	67	1815	-1000	-2466	-1100	-2239	-2905	
03:15		51450	51600																		
03:30	52542	50900	51000	555	1886	3237	49397	1226	0	5524	-2415	677	-7545	64							
03:45		50450	50750																		
04:00	51963	50000	50500	556	1945	3227	48911	1272	0	5514	-2408	678	-7729	65	1266	-1000	-2466	-1100	-2367	-2872	
04:15		50050	50600																		
04:30	51996	50100	50700	552	2202	3190	49232	1220	0	5542	-2382	688	-8249	68							
04:45		50500	50950																		
05:00	52366	50900	51200	551	2355	3285	49267	1202	0	5574	-2377	680	-8172	71	2424	-999	-2433	-950	-2405	-2529	
05:15		51850	52300																		
05:30	54365	52800	53400	552	2905	3362	49220	1155	0	5660	-2341	679	-6828	79							
05:45		53750	54550																		
06:00	56029	54700	55700	547	3373	3508	49985	1168	0	5694	-2178	688	-6756	85	715	-221	-1979	868	-2462	-2761	
06:15		56350	57200																		
06:30	59544	58000	58700	546	3950	3686	50518	1127	0	6244	-1415	684	-5796	91							
06:45		59600	60200																		
07:00	62324	61200	61700	546	4377	4058	50756	1072	0	6919	-15	682	-6069	95	1423	-495	-2111	800	-2381	-2627	
07:15		62500	62850																		
07:30	64967	63800	64000	549	4608	4497	50973	1072	0	8353	-11	671	-5747	97							
07:45		64150	64450																		
08:00	65762	64500	64900	545	4534	4916	51300	1022	23	8370	-9	666	-5605	98	1190	-740	-2165	800	-2628	-2028	
08:15		65050	65350																		
08:30	67036	65600	65800	546	4842	5161	51391	983	130	9066	-2	666	-5746	101							
08:45		66150	66350																		
09:00	68039	66700	66900	546	5050	5251	51528	964	352	9392	-2	648	-5692	103	3000	-740	-2400	800	-2467	-2215	
09:15		66950	66950																		
09:30	68519	67200	67000	549	4655	5231	51524	912	688	8611	-6	649	-4295	99							
09:45		67350	67050																		
10:00	68657	67500	67100	546	4566	5183	51505	823	1032	8513	-4	648	-4155	97	3000	-999	-2400	800	-2248	-2530	
10:15		67450	66900																		
