Journée du 25/11/2002
Heures	Consommation	PrévisionJ-1		
00:00	49139	49400		
00:15	48930	48599		
00:30	47849	47799		
00:45	46689	47149		
01:00	46459	46500		
01:15	47220	47149		
01:30	46930	47799		
01:45	47470	47699		
02:00	46979	47599		
02:15	47340	47099		
02:30	46619	46599		
02:45	45840	45899		
03:00	44729	45200		
03:15	44540	44700		
03:30	43900	44200		
03:45	43619	43850		
04:00	43150	43500		
04:15	43299	43549		
04:30	42919	43599		
04:45	43049	43899		
05:00	43610	44200		
05:15	45020	45100		
05:30	45659	46000		
05:45	46520	47200		
06:00	47580	48400		
06:15	49529	50400		
06:30	51330	52400		
06:45	53099	54050		
07:00	55069	55700		
07:15	57130	57700		
07:30	58810	59700		
07:45	59799	60649		
08:00	60619	61599		
08:15	61009	61949		
08:30	61229	62299		
08:45	61529	62549		
09:00	61779	62799		
09:15	62159	62899		
09:30	62430	63000		
09:45	62709	63100		
10:00	62590	63200		
10:15	62610	63249		
10:30	62810	63299		
10:45	62709	63249		
11:00	62630	63200		
11:15	62869	63100		
11:30	62830	63000		
11:45	62799	63049		
12:00	62930	63099		
12:15	62299	62549		
12:30	62069	62000		
12:45	63419	62649		
13:00	62580	63299		
13:15	62709	62849		
13:30	62349	62400		
13:45	62349	62200		
14:00	62470	62000		
14:15	62430	61649		
14:30	61630	61299		
14:45	60959	60849		
15:00	60409	60400		
15:15	60180	60050		
15:30	59869	59700		
15:45	59779	59350		
16:00	59450	59000		
16:15	59250	59149		
16:30	59549	59299		
16:45	59639	59649		
17:00	60599	60000		
17:15	61750	61399		
17:30	62849	62799		
17:45	63849	64399		
18:00	64720	66000		
18:15	65190	66450		
18:30	65599	66900		
18:45	66129	67150		
19:00	66750	67400		
19:15	65910	66600		
19:30	64690	65800		
19:45	63729	64650		
20:00	62959	63500		
20:15	61990	62299		
20:30	60849	61099		
20:45	60130	59949		
21:00	59049	58799		
21:15	57569	57749		
21:30	56279	56700		
21:45	55419	56050		
22:00	54729	55400		
22:15	55619	55950		
22:30	55659	56500		
22:45	57150	57149		
23:00	56209	57799		
23:15	55919	56799		
23:30	55169	55799		
23:45	55310	55449		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
