Journée du 31/12/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	69842	70200	69800		
00:15	69241	69300	68850		
00:30	67896	68400	67900		
00:45	66485	67450	66750		
01:00	65722	66500	65600		
01:15	66468	67000	66050		
01:30	66097	67500	66500		
01:45	66671	67500	66650		
02:00	65913	67500	66800		
02:15	66779	66900	66150		
02:30	65454	66300	65500		
02:45	64908	65400	64600		
03:00	63705	64500	63700		
03:15	63467	64000	63150		
03:30	62542	63500	62600		
03:45	62074	62850	61950		
04:00	61212	62200	61300		
04:15	61174	61900	61100		
04:30	60855	61600	60900		
04:45	60774	61700	60800		
05:00	60802	61800	60700		
05:15	61478	62200	61100		
05:30	61525	62600	61500		
05:45	61907	63100	61900		
06:00	62291	63600	62300		
06:15	63458	64300	63250		
06:30	64086	65000	64200		
06:45	64810	65950	64850		
07:00	65517	66900	65500		
07:15	66474	68050	66500		
07:30	67522	69200	67500		
07:45	68123	70250	68300		
08:00	69088	71300	69100		
08:15	69734	71950	69700		
08:30	70265	72600	70300		
08:45	70602	72950	70600		
09:00	70831	73300	70900		
09:15	71700	73800	71500		
09:30	72095	74300	72100		
09:45	72505	74650	72600		
10:00	73082	75000	73100		
10:15	73439	75150	73300		
10:30	73375	75300	73500		
10:45	73232	75300	73450		
11:00	73480	75300	73400		
11:15	73781	75450	73650		
11:30	73802	75600	73900		
11:45	73847	75700	74050		
12:00	74155	75800	74200		
12:15	74374	75550	74050		
12:30	74439	75300	73900		
12:45	75240	76150	74600		
13:00	74735	77000	75300		
13:15	74256	76300	74400		
13:30	73466	75600	73500		
13:45	73159	75300	73200		
14:00	72875	75000	72900		
14:15	72675	74550	72650		
14:30	72367	74100	72400		
14:45	71180	73300	71650		
15:00	70601	72500	70900		
15:15	70257	72000	70450		
15:30	69703	71500	70000		
15:45	69243	71100	69600		
16:00	69016	70700	69200		
16:15	68746	70550	69100		
16:30	68642	70400	69000		
16:45	68624	70600	69300		
17:00	69173	70800	69600		
17:15	70225	72050	71000		
17:30	71600	73300	72400		
17:45	72938	74200	73400		
18:00	73671	75100	74400		
18:15	73677	75200	74600		
18:30	73731	75300	74800		
18:45	73628	75200	74750		
19:00	73632	75100	74700		
19:15	73383	74400	74000		
19:30	72559	73700	73300		
19:45	71680	72900	72550		
20:00	70865	72100	71800		
20:15	70145	71250	70950		
20:30	69111	70400	70100		
20:45	68194	69600	69350		
21:00	67662	68800	68600		
21:15	66809	68150	67950		
21:30	66023	67500	67300		
21:45	65727	67050	66900		
22:00	65189	66600	66500		
22:15	66395	67500	67400		
22:30	66457	68400	68300		
22:45	68962	69300	69250		
23:00	68668	70200	70200		
23:15	68729	69950	69950		
23:30	68342	69700	69700		
23:45	69169	69200	69600		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
