Journée du 11/11/2012
Données consolidées
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	57208	55300	56700	572	1645	2943	48861	1309	0	7997	-960	731	-5889	56	2425	-1000	-2620	-1000	-2304	-2258	
00:15		54450	55750																		
00:30	55608	53600	54800	574	1515	3012	48945	1196	0	7664	-1026	732	-7004	55							
00:45		52600	53650																		
01:00	52830	51600	52500	573	1328	3028	47889	1112	0	6654	-1794	732	-6692	55	2276	-1000	-2640	-1100	-1839	-2495	
01:15		51650	52350																		
01:30	52590	51700	52200	573	1452	3051	48404	1097	0	6304	-2056	737	-6974	57							
01:45		51250	51950																		
02:00	51587	50800	51700	574	1376	3026	47938	1035	0	6274	-2397	738	-6978	57	1968	-1000	-2510	-1100	-1714	-2629	
02:15		50350	51100																		
02:30	51016	49900	50500	573	1240	3030	48097	941	0	6302	-2551	733	-7350	55							
02:45		48950	49550																		
03:00	48932	48000	48600	573	1088	3033	46461	884	0	6250	-2569	731	-7519	54	120	-1000	-2626	-1100	-1764	-2712	
03:15		47250	47900																		
03:30	47611	46500	47200	574	1178	2989	47066	816	0	6256	-2562	733	-9439	55							
03:45		45950	46750																		
04:00	46461	45400	46300	572	1123	3032	46087	744	0	6227	-2557	738	-9505	55	-701	-1000	-2643	-1099	-1516	-2864	
04:15		45050	45900																		
04:30	45880	44700	45500	572	1271	3031	46086	725	0	6185	-2558	735	-10168	58							
04:45		44550	45300																		
05:00	45515	44400	45100	572	1277	3032	46101	659	0	6093	-2744	725	-10199	58	-1111	-1000	-2738	-1099	-1621	-2648	
05:15		44700	45450																		
05:30	45938	45000	45800	574	1301	3018	46570	655	0	6028	-2588	738	-10357	58							
05:45		45200	45900																		
06:00	46156	45400	46000	574	1280	3022	46652	642	0	6134	-2596	725	-10276	57	-19	-999	-2776	-1100	-1723	-2625	
06:15		45600	46500																		
06:30	47091	45800	47000	574	1294	3034	46970	614	0	6194	-2764	720	-9544	57							
06:45		46050	47150																		
07:00	47382	46300	47300	573	1337	3037	46982	613	0	6143	-2702	719	-9321	58	-75	-1000	-2754	-998	-1791	-2767	
07:15		46350	47600																		
07:30	48156	46400	47900	574	1437	3048	47722	584	0	6130	-2286	717	-9769	59							
07:45		46700	47950																		
08:00	48025	47000	48000	572	1359	3075	47322	554	1	6274	-2275	722	-9579	58	-810	-997	-2698	878	-1889	-2728	
08:15		47650	48450																		
08:30	49083	48300	48900	574	1335	3051	47252	536	42	6332	-2265	726	-8499	57							
08:45		49000	49700																		
09:00	50625	49700	50500	574	1648	3031	47976	529	165	6309	-1919	725	-8414	61	757	-1000	-2773	566	-1796	-2533	
09:15		50500	51200																		
09:30	52094	51300	51900	575	1645	3057	48373	517	377	6215	-1921	724	-7468	60							
09:45		51900	52400																		
10:00	53246	52500	52900	575	1873	3047	48532	479	607	6334	-1929	729	-7001	63	1210	-1000	-2702	1051	-1669	-2504	
10:15		53000	53350																		
10:30	54255	53500	53800	577	1922	3061	48533	430	867	6404	-2091	719	-6165	64							
10:45		54050	53950																		
11:00	54654	54600	54100	573	1946	3081	48733	398	1079	6490	-2084	721	-6284	64	93	-1000	-2798	857	-1461	-2693	
11:15		55100	54650																		
11:30	55605	55600	55200	574	1983	3051	49819	396	1334	6554	-1600	733	-7239	62							
11:45		56300	55750																		
12:00	56200	57000	56300	574	1711	3052	49371	380	1438	7016	-1265	736	-6812	58	1271	-1000	-2748	750	-1394	-2723	
12:15		57300	56550																		
12:30	57193	57600	56800	574	1679	3059	49304	354	1568	6957	-1264	735	-5773	58							
12:45		58150	57400																		
13:00	57495	58700	58000	576	1696	3013	49326	352	1648	7370	-1266	742	-5963	57	2036	-1000	-2617	654	-1366	-2767	
13:15		57250	56300																		
13:30	55695	55800	54600	576	1532	3001	48791	342	1612	6271	-1747	739	-5422	57							
13:45		54850	53800																		
14:00	53821	53900	53000	575	1291	2982	48052	343	1605	6144	-1912	731	-5990	54	851	-1000	-2642	955	-1560	-2864	
14:15		53450	52700																		
14:30	53294	53000	52400	574	1345	2966	48841	351	1481	6009	-2322	729	-6679	55							
14:45		52200	51700																		
15:00	51650	51400	51000	576	1229	2974	47835	361	1293	5933	-2481	737	-6808	54	-876	-1000	-2729	1100	-2084	-3026	
15:15		50800	50500																		
15:30	50726	50200	50000	575	1286	2975	48818	365	1053	6168	-2243	747	-9018	54							
15:45		49850	49750																		
16:00	50071	49500	49500	575	1262	2978	48707	355	785	5940	-2239	740	-9031	54	-819	-1000	-2729	1100	-2456	-3012	
16:15		49600	49600																		
16:30	49948	49700	49700	574	1340	2994	49364	345	513	6104	-2467	741	-9562	55							
16:45		50200	50200																		
17:00	50562	50700	50700	575	1372	2995	49418	361	250	6279	-2128	740	-9298	55	-143	-999	-2819	1100	-2496	-2953	
17:15		51800	51800																		
17:30	52732	52900	52900	574	1580	2994	50027	420	63	6524	-1406	741	-8786	57							
17:45		54750	54750																		
18:00	57036	56600	56600	574	1838	3001	50628	470	16	7933	-56	746	-8113	58	2225	-1000	-2814	1000	-2496	-2772	
18:15		57700	57700																		
18:30	59162	58800	58800	573	1717	3007	50448	527	1	8396	-58	741	-6189	56							
18:45		59850	59850																		
19:00	60960	60900	60900	574	1745	3010	50723	584	0	9684	-55	736	-6041	55	2894	-1000	-2624	1000	-2496	-3197	
19:15		60700	60750																		
19:30	61163	60500	60600	573	1831	3015	50778	592	0	9326	-5	733	-5680	56							
19:45		60050	60150																		
20:00	60792	59600	59700	573	1896	3016	50825	631	0	8842	-5	739	-5725	58	2977	-999	-2691	396	-2496	-2635	
20:15		59100	59250																		
20:30	59367	58600	58800	574	1812	3017	50520	635	0	7833	-5	739	-5756	58							
20:45		58000	58250																		
21:00	58303	57400	57700	572	1937	3016	50329	641	0	7154	-7	737	-6077	60	2943	-1000	-2630	-670	-2496	-2321	
21:15		56900	57200																		
21:30	56872	56400	56700	573	1883	3016	50251	650	0	7025	-535	733	-6725	60							
21:45		56050	56400																		
22:00	55941	55700	56100	571	1859	3010	50045	662	0	6801	-1256	734	-6487	61	3000	-1000	-2319	-64	-2446	-2325	
22:15		56100	56500																		
22:30	56438	56500	56900	572	1835	3014	49810	663	0	6795	-1259	738	-5730	61							
22:45		57750	58200																		
23:00	59121	59000	59500	572	2094	3012	50611	625	0	7721	-1259	737	-4990	63	3000	-1000	-2442	-509	-1887	-1488	
23:15		58350	59000																		
23:30	58119	57700	58500	570	1954	3013	50072	624	0	7032	-1258	735	-4623	62							
23:45		58100	58500																		
RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
