Journée du 09/08/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	42965	42500	43000		
00:15	42234	41550	41950		
00:30	40868	40600	40900		
00:45	39558	39550	39650		
01:00	38611	38500	38400		
01:15	38825	38450	38500		
01:30	38158	38400	38600		
01:45	38522	38250	38400		
02:00	37781	38100	38200		
02:15	38033	37700	37600		
02:30	36816	37300	37000		
02:45	36311	36500	36150		
03:00	35356	35700	35300		
03:15	34818	35100	34700		
03:30	34146	34500	34100		
03:45	33951	34100	33850		
04:00	33658	33700	33600		
04:15	33098	33500	33350		
04:30	33043	33300	33100		
04:45	32884	33100	33000		
05:00	32789	32900	32900		
05:15	32786	32900	32850		
05:30	32743	32900	32800		
05:45	32632	32950	32800		
06:00	32842	33000	32800		
06:15	32748	32750	32450		
06:30	32176	32500	32100		
06:45	31606	32200	31900		
07:00	31669	31900	31700		
07:15	31910	32100	31900		
07:30	32078	32300	32100		
07:45	32409	32750	32550		
08:00	32989	33200	33000		
08:15	33445	33800	33600		
08:30	34206	34400	34200		
08:45	35051	35050	34950		
09:00	35686	35700	35700		
09:15	36466	36400	36400		
09:30	36885	37100	37100		
09:45	37358	37650	37500		
10:00	37628	38200	37900		
10:15	38531	38600	38450		
10:30	38953	39000	39000		
10:45	39318	39350	39350		
11:00	39653	39700	39700		
11:15	39925	39900	39900		
11:30	40112	40100	40100		
11:45	40211	40350	40350		
12:00	40801	40600	40600		
12:15	41425	41200	41200		
12:30	41835	41800	41800		
12:45	42732	42500	42500		
13:00	42224	43200	43200		
13:15	41376	42050	42050		
13:30	40763	40900	40900		
13:45	40127	40350	40350		
14:00	39784	39800	39800		
14:15	39800	39700	39700		
14:30	39287	39600	39600		
14:45	38841	39000	39000		
15:00	38435	38400	38400		
15:15	38309	38100	38100		
15:30	37926	37800	37800		
15:45	37557	37450	37450		
16:00	37167	37100	37100		
16:15	37040	36950	36950		
16:30	36870	36800	36800		
16:45	36497	36600	36600		
17:00	36605	36400	36400		
17:15	36471	36400	36400		
17:30	36468	36400	36400		
17:45	36917	36700	36650		
18:00	37073	37000	36900		
18:15	37388	37250	37150		
18:30	37884	37500	37400		
18:45	38272	37950	37850		
19:00	38603	38400	38300		
19:15	39077	38700	38550		
19:30	39176	39000	38800		
19:45	39295	39200	39000		
20:00	39489	39400	39200		
20:15	39611	39450	39300		
20:30	39635	39500	39400		
20:45	39629	39850	39750		
21:00	39717	40200	40100		
21:15	40499	40900	40850		
21:30	40858	41600	41600		
21:45	41351	41900	41950		
22:00	41383	42200	42300		
22:15	41909	42600	42700		
22:30	42270	43000	43100		
22:45	44300	43900	44050		
23:00	43808	44800	45000		
23:15	43305	43750	44000		
23:30	42547	42700	43000		
23:45	42875	42450	42500		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
