Journée du 18/03/2008
Heures	Consommation	PrévisionJ-1		
00:00	62567	62600		
00:15	62254	61800		
00:30	60754	61000		
00:45	59785	60050		
01:00	59036	59100		
01:15	59565	59550		
01:30	59177	60000		
01:45	59880	60100		
02:00	58741	60200		
02:15	59707	59600		
02:30	58855	59000		
02:45	58327	58200		
03:00	57044	57400		
03:15	56856	56800		
03:30	56194	56200		
03:45	55746	55800		
04:00	55433	55400		
04:15	55705	55450		
04:30	55466	55500		
04:45	55597	55750		
05:00	56056	56000		
05:15	57140	56900		
05:30	57740	57800		
05:45	58749	58950		
06:00	59750	60100		
06:15	61909	61700		
06:30	63433	63300		
06:45	64599	65000		
07:00	65827	66700		
07:15	67129	67750		
07:30	68706	68800		
07:45	69193	69450		
08:00	69728	70100		
08:15	69991	70500		
08:30	70026	70900		
08:45	70428	71100		
09:00	70620	71300		
09:15	70653	71400		
09:30	70499	71500		
09:45	70309	71300		
10:00	70139	71100		
10:15	69880	70950		
10:30	69774	70800		
10:45	69907	70700		
11:00	69530	70600		
11:15	69341	70500		
11:30	69468	70400		
11:45	69534	70400		
12:00	69796	70400		
12:15	69112	69750		
12:30	68578	69100		
12:45	69954	69750		
13:00	69131	70400		
13:15	69172	69800		
13:30	68567	69200		
13:45	68321	69150		
14:00	67983	69100		
14:15	68384	68800		
14:30	67831	68500		
14:45	66927	67850		
15:00	66441	67200		
15:15	66031	66850		
15:30	65564	66500		
15:45	65265	66150		
16:00	64963	65800		
16:15	64530	65500		
16:30	64243	65200		
16:45	63849	64950		
17:00	63942	64700		
17:15	63871	64700		
17:30	64078	64700		
17:45	64483	65200		
18:00	64838	65700		
18:15	65550	66700		
18:30	66604	67700		
18:45	68053	69800		
19:00	70428	71900		
19:15	72177	72800		
19:30	72996	73700		
19:45	73276	73300		
20:00	72893	72900		
20:15	72194	71750		
20:30	70585	70600		
20:45	69940	69650		
21:00	68650	68700		
21:15	67936	67400		
21:30	66703	66100		
21:45	65948	65300		
22:00	65103	64500		
22:15	65742	65000		
22:30	65765	65500		
22:45	67626	66350		
23:00	66623	67200		
23:15	66235	66200		
23:30	65359	65200		
23:45	65971	64900		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
