Journée du 14/09/2006
Heures	Consommation	PrévisionJ-1		
00:00	47167	47500		
00:15	46576	46450		
00:30	45182	45400		
00:45	43897	44300		
01:00	43134	43200		
01:15	43864	43650		
01:30	43074	44100		
01:45	43520	43850		
02:00	42945	43600		
02:15	43235	43000		
02:30	42358	42400		
02:45	41853	41550		
03:00	40955	40700		
03:15	40583	40300		
03:30	39886	39900		
03:45	39604	39450		
04:00	39097	39000		
04:15	39140	38900		
04:30	38936	38800		
04:45	39162	38900		
05:00	39073	39000		
05:15	39926	39700		
05:30	40528	40400		
05:45	41045	41300		
06:00	41934	42200		
06:15	43645	43750		
06:30	45050	45300		
06:45	46778	46950		
07:00	48349	48600		
07:15	49946	49800		
07:30	50949	51000		
07:45	51617	51500		
08:00	52274	52000		
08:15	53159	52600		
08:30	53414	53200		
08:45	53966	53650		
09:00	54370	54100		
09:15	54870	54350		
09:30	55254	54600		
09:45	55592	54800		
10:00	55655	55000		
10:15	55879	55100		
10:30	55975	55200		
10:45	56193	55500		
11:00	56615	55800		
11:15	56444	56050		
11:30	56749	56300		
11:45	56596	56500		
12:00	56762	56700		
12:15	56574	56250		
12:30	56168	55800		
12:45	57120	56450		
13:00	56366	57100		
13:15	55940	56150		
13:30	55655	55200		
13:45	55349	55650		
14:00	55758	56100		
14:15	56415	55900		
14:30	56023	55700		
14:45	55549	55350		
15:00	55084	55000		
15:15	54895	54600		
15:30	54751	54200		
15:45	54368	53900		
16:00	54190	53600		
16:15	53879	53300		
16:30	53591	53000		
16:45	52980	52650		
17:00	52918	52300		
17:15	52393	51950		
17:30	52224	51600		
17:45	51973	51650		
18:00	52307	51700		
18:15	52072	51900		
18:30	52776	52100		
18:45	52910	52450		
19:00	53361	52800		
19:15	53544	52350		
19:30	53238	51900		
19:45	52933	52100		
20:00	53107	52300		
20:15	53855	52850		
20:30	53627	53400		
20:45	53615	52900		
21:00	52968	52400		
21:15	52049	51400		
21:30	50727	50400		
21:45	49990	49350		
22:00	49319	48300		
22:15	49448	48350		
22:30	48778	48400		
22:45	50650	49300		
23:00	49543	50200		
23:15	49100	49100		
23:30	48389	48000		
23:45	48070	47400		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
