Journée du 22/10/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	291	3955	2442	41908	690	6838	1981	4713	5701	62820	62700	62900		
00:15	299	3951	2473	41905	693	7609	1979	3311	5714	62223	61650	61750		
00:30	270	3679	2408	41841	706	6416	1975	3370	5404	60667	60600	60600		
00:45	258	3715	2403	41877	714	4649	1981	3454	5430	59053	59500	59400		
01:00	248	3511	2395	41781	724	4352	1978	3294	5222	58286	58400	58200		
01:15	258	3668	2451	41898	721	4538	1962	3044	5395	58541	58650	58400		
01:30	261	3700	2408	42002	731	4092	1964	3035	5413	58195	58900	58600		
01:45	249	3656	2405	42120	728	4191	1955	2965	5356	58271	58700	58550		
02:00	248	3507	2456	42170	752	3534	1957	2922	5232	57547	58500	58500		
02:15	257	3937	2479	42289	734	4054	1960	2567	5661	58279	57950	57900		
02:30	273	3690	2493	42209	728	3452	1960	2530	5442	57338	57400	57300		
02:45	282	3731	2477	42226	721	2707	1964	2540	5485	56651	56650	56500		
03:00	290	3497	2513	42190	719	2141	1963	2210	5279	55525	55900	55700		
03:15	290	3748	2487	42220	729	2145	1959	1800	5509	55378	55400	55200		
03:30	288	3638	2407	42221	706	1365	1958	2175	5372	54759	54900	54700		
03:45	295	3572	2421	42094	717	1193	1963	2133	5322	54390	54550	54200		
04:00	314	3454	2454	42131	700	1114	1964	1803	5236	53935	54200	53700		
04:15	320	3691	2356	42267	700	1237	1962	1629	5432	54165	54200	53800		
04:30	326	3674	2352	42269	714	1291	1961	1335	5419	53923	54200	53900		
04:45	343	3480	2374	42274	695	1439	1961	1264	5254	53832	54550	54050		
05:00	384	3435	2359	42187	706	1585	1958	1696	5237	54313	54900	54200		
05:15	477	3509	2460	42279	715	1737	1961	2413	5420	55553	55650	55150		
05:30	620	3283	2448	42285	720	2435	1949	2266	5308	56008	56400	56100		
05:45	762	3350	2499	42394	696	3222	1951	2223	5505	57098	57450	57050		
06:00	885	3202	2429	42453	717	3614	1959	2813	5440	58073	58500	58000		
06:15	1153	3462	2432	42435	690	5034	1977	3031	5912	60216	60250	59800		
06:30	1365	3726	2429	42433	667	6673	1972	2296	6332	61564	62000	61600		
06:45	1467	3906	2511	42575	647	7340	1989	3069	6622	63507	64050	63500		
07:00	1766	4021	2477	43042	652	7892	1988	3599	6960	65439	66100	65400		
07:15	2001	4128	2424	43538	655	8148	1995	5158	7234	68050	67950	67450		
07:30	2121	4228	2460	43880	637	9521	1997	4493	7440	69339	69800	69500		
07:45	2153	4280	2443	43884	658	10350	1989	4922	7506	70679	70650	70500		
08:00	2272	4349	2419	43599	695	10554	1981	5372	7656	71243	71500	71500		
08:15	2130	4338	2443	43498	684	10862	1980	5423	7540	71360	71300	71300		
08:30	2019	4289	2461	43521	662	10549	1974	5666	7408	71142	71100	71100		
08:45	2099	4303	2466	43520	626	10261	1982	5616	7490	70876	71300	71200		
09:00	2179	4279	2464	43542	620	10248	1978	5797	7529	71110	71500	71300		
09:15	2303	4325	2489	43559	579	10837	2030	5382	7702	71505	71750	71400		
09:30	2232	4295	2521	43547	558	10714	2027	5445	7627	71341	72000	71500		
09:45	2357	4322	2460	43541	553	10486	2027	5445	7731	71193	71800	71200		
10:00	2292	4213	2465	43557	515	10427	2030	5398	7577	70900	71600	70900		
10:15	2158	4170	2498	43533	497	10215	2114	5621	7474	70808	71500	70850		
10:30	2153	4234	2496	43569	486	9929	2105	5899	7527	70873	71400	70800		
10:45	2148	4287	2465	43587	470	9862	2098	5569	7560	70488	71200	70500		
11:00	1984	4255	2461	43571	460	9752	2101	5649	7398	70235	71000	70200		
11:15	1966	4295	2530	43593	458	9463	2165	5508	7473	69980	70800	69950		
11:30	2012	4318	2476	43583	446	9228	2158	5502	7509	69725	70600	69700		
11:45	1970	4319	2462	43596	441	8968	2160	5559	7472	69476	70450	69450		
12:00	1914	4239	2464	43604	422	8858	2167	5504	7354	69175	70300	69200		
12:15	1975	4220	2518	43618	424	8134	2252	5340	7438	68483	69700	68600		
12:30	1830	4169	2428	43623	433	7943	2256	5657	7243	68341	69100	68000		
12:45	2084	4210	2432	43616	451	8193	2218	5620	7471	68825	69600	68500		
13:00	1836	4181	2464	43558	435	7580	2220	5319	7257	67594	70100	69000		
13:15	1831	4223	2459	43539	447	7357	2212	5021	7289	67090	68750	67600		
13:30	1372	4107	2478	43530	450	6572	2214	5558	6818	66283	67400	66200		
13:45	1535	4143	2453	43471	458	6398	2209	5193	6972	65862	67100	65800		
14:00	1375	4120	2444	43421	461	6124	2213	5272	6820	65432	66800	65400		
14:15	1794	4100	2450	43434	472	6192	2169	4653	7120	65265	66550	65200		
14:30	1742	4031	2460	43431	489	5352	2161	4830	7013	64497	66300	65000		
14:45	1803	4025	2456	43454	435	4687	2162	4670	7055	63693	65200	63900		
15:00	1643	3800	2466	43435	416	4122	2157	4847	6713	62887	64100	62800		
15:15	2039	3964	2465	42973	400	3738	2102	4535	7164	62219	63600	62350		
15:30	1986	3931	2460	42926	385	3605	2101	4303	7088	61699	63100	61900		
15:45	1618	3668	2444	42916	398	3819	2138	4120	6550	61122	62500	61300		
16:00	1497	3549	2486	42843	399	3719	2139	3883	6355	60516	61900	60700		
16:15	1630	3687	2455	42822	394	3611	2039	3283	6543	59922	61300	60100		
16:30	1552	3610	2431	42773	394	3575	2045	3294	6400	59675	60700	59500		
16:45	1461	3507	2486	42708	386	3463	2043	3125	6247	59179	60400	59250		
17:00	1546	3544	2429	42654	422	3196	2046	3314	6332	59152	60100	59000		
17:15	1414	3526	2430	42629	386	3271	1994	3119	6188	58770	60100	59000		
17:30	1466	3632	2443	42628	376	3392	1997	3240	6338	59176	60100	59000		
17:45	1511	3676	2500	42397	382	3815	1994	3266	6435	59543	61000	59900		
18:00	1485	3662	2438	42374	393	4168	1998	3440	6380	59960	61900	60800		
18:15	1544	3669	2442	42481	395	4799	1982	3650	6429	60964	62800	61700		
18:30	1685	3948	2460	42744	383	5203	1982	3361	6816	61768	63700	62600		
18:45	1339	4138	2453	42818	396	7314	1993	3142	6724	63595	65550	64450		
19:00	958	4090	2465	42831	409	9041	1990	3958	6376	65744	67400	66300		
19:15	950	4016	2441	42847	417	9528	1980	5183	6286	67363	68550	67450		
19:30	907	4113	2469	42862	424	10564	1986	4731	6357	68058	69700	68600		
19:45	759	4098	2483	42832	446	10207	1982	4882	6228	67691	69300	68250		
20:00	718	4092	2474	42863	456	10274	1982	4575	6186	67436	68900	67900		
20:15	784	4137	2484	42803	495	10471	1979	2846	6284	66001	67400	66400		
20:30	497	4087	2503	42716	538	9400	1979	3041	6014	64762	65900	64900		
20:45	383	4058	2432	42764	562	9055	1982	2901	5870	64139	65000	64050		
21:00	279	3971	2409	42743	579	8095	1984	3073	5696	63135	64100	63200		
21:15	258	3882	2460	42753	588	7753	1985	2697	5612	62377	63200	62300		
21:30	175	3708	2446	42722	592	6668	1988	3139	5375	61438	62300	61400		
21:45	175	3762	2432	42977	593	5897	1986	2995	5421	60817	61550	60700		
22:00	0	3535	2438	43261	623	5149	1984	2881	5065	59872	60800	60000		
22:15	0	3511	2497	43603	625	5134	1983	3093	5062	60447	61300	60500		
22:30	0	3357	2469	43600	663	5057	1983	3627	4904	60758	61800	61000		
22:45	0	3558	2472	43753	673	7132	1980	3690	5097	63259	63100	62350		
23:00	0	3143	2480	43806	675	6471	1984	3592	4703	62152	64400	63700		
23:15	0	3220	2515	43691	695	6641	1969	3209	4784	61941	63450	62900		
23:30	0	2927	2449	43555	681	6165	1971	3679	4480	61430	62500	62100		
23:45	0	2955	2448	43599	683	6721	1978	3617	4509	62003	61950	61750		

