Journée du 07/07/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	44893	45400	45000		
00:15	44355	44400	43800		
00:30	42860	43400	42600		
00:45	41435	42350	41500		
01:00	40559	41300	40400		
01:15	40862	41600	40800		
01:30	40489	41900	41200		
01:45	40581	41750	40950		
02:00	39942	41600	40700		
02:15	40374	40950	40100		
02:30	39517	40300	39500		
02:45	38662	39500	38700		
03:00	37900	38700	37900		
03:15	37573	38300	37400		
03:30	36974	37900	36900		
03:45	36872	37600	36750		
04:00	36620	37300	36600		
04:15	36610	37400	36550		
04:30	36557	37500	36500		
04:45	36882	37850	36900		
05:00	37288	38200	37300		
05:15	38311	39000	38150		
05:30	38968	39800	39000		
05:45	39347	40200	39400		
06:00	39810	40600	39800		
06:15	40966	41450	40850		
06:30	41767	42300	41900		
06:45	42814	43400	42950		
07:00	43934	44500	44000		
07:15	45351	45800	45200		
07:30	46440	47100	46400		
07:45	47311	48200	47450		
08:00	48454	49300	48500		
08:15	49773	50400	49550		
08:30	50630	51500	50600		
08:45	51280	52300	51200		
09:00	51815	53100	51800		
09:15	52760	53700	52550		
09:30	53184	54300	53300		
09:45	53712	54700	53550		
10:00	53808	55100	53800		
10:15	54152	55450	54150		
10:30	54485	55800	54500		
10:45	54543	56100	54700		
11:00	54923	56400	54900		
11:15	55421	56650	55300		
11:30	55706	56900	55700		
11:45	55861	57200	55950		
12:00	56194	57500	56200		
12:15	56026	57200	55850		
12:30	55833	56900	55500		
12:45	56791	57650	56200		
13:00	56055	58400	56900		
13:15	55963	57650	56100		
13:30	55497	56900	55300		
13:45	55780	57200	55850		
14:00	55529	57500	56400		
14:15	56350	57250	55950		
14:30	55480	57000	55500		
14:45	55485	56650	55200		
15:00	54872	56300	54900		
15:15	54790	56000	54650		
15:30	54458	55700	54400		
15:45	54202	55250	54000		
16:00	53650	54800	53600		
16:15	53195	54500	53350		
16:30	52919	54200	53100		
16:45	52469	53850	52800		
17:00	52299	53500	52500		
17:15	51495	53050	52100		
17:30	51141	52600	51700		
17:45	51282	52450	51600		
18:00	51412	52300	51500		
18:15	51315	52400	51600		
18:30	51543	52500	51700		
18:45	52042	52800	52000		
19:00	52296	53100	52300		
19:15	52167	52800	51950		
19:30	51579	52500	51600		
19:45	51418	52050	51150		
20:00	50866	51600	50700		
20:15	50135	50950	50050		
20:30	49346	50300	49400		
20:45	48921	49850	48950		
21:00	48212	49400	48500		
21:15	47901	49050	48150		
21:30	47853	48700	47800		
21:45	47880	48850	47900		
22:00	47941	49000	48000		
22:15	49252	49900	48900		
22:30	50116	50800	49800		
22:45	52495	52100	51100		
23:00	51483	53400	52400		
23:15	51185	52400	51450		
23:30	50468	51400	50500		
23:45	50352	50200	49750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
