Journée du 24/10/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	57140	57100	57100		
00:15	56614	56100	56200		
00:30	55281	55100	55300		
00:45	53592	54000	54150		
01:00	53193	52900	53000		
01:15	53398	53200	53300		
01:30	52896	53500	53600		
01:45	53388	53450	53500		
02:00	52710	53400	53400		
02:15	53426	52850	52900		
02:30	52369	52300	52400		
02:45	51481	51500	51500		
03:00	50485	50700	50600		
03:15	50133	50250	49950		
03:30	49597	49800	49300		
03:45	49070	49350	48950		
04:00	48906	48900	48600		
04:15	48748	48850	48550		
04:30	48721	48800	48500		
04:45	48791	49050	48800		
05:00	49061	49300	49100		
05:15	49982	50100	49900		
05:30	50735	50900	50700		
05:45	51555	51900	51700		
06:00	52704	52900	52700		
06:15	54594	54850	54600		
06:30	56508	56800	56500		
06:45	58309	58850	58400		
07:00	60390	60900	60300		
07:15	62333	62950	62350		
07:30	64365	65000	64400		
07:45	65515	66150	65500		
08:00	66006	67300	66600		
08:15	66610	66900	66300		
08:30	66096	66500	66000		
08:45	66132	66550	66000		
09:00	65986	66600	66000		
09:15	66290	66550	66050		
09:30	66085	66500	66100		
09:45	66133	66300	66050		
10:00	66075	66100	66000		
10:15	66027	65900	66000		
10:30	65982	65700	66000		
10:45	65744	65550	65850		
11:00	65707	65400	65700		
11:15	65537	65200	65550		
11:30	65385	65000	65400		
11:45	65282	65050	65450		
12:00	65478	65100	65500		
12:15	64907	64450	64900		
12:30	64396	63800	64300		
12:45	65322	64250	64850		
13:00	64620	64700	65400		
13:15	63907	63650	64250		
13:30	63114	62600	63100		
13:45	62881	62150	62800		
14:00	62476	61700	62500		
14:15	62866	61750	62350		
14:30	62183	61800	62200		
14:45	61382	60950	61350		
15:00	60659	60100	60500		
15:15	60351	59700	60050		
15:30	60084	59300	59600		
15:45	59644	58800	59100		
16:00	58835	58300	58600		
16:15	58628	57900	58200		
16:30	57943	57500	57800		
16:45	57518	57150	57400		
17:00	57228	56800	57000		
17:15	57462	56800	57000		
17:30	57710	56800	57000		
17:45	58128	57350	57550		
18:00	58197	57900	58100		
18:15	59255	58600	58800		
18:30	60094	59300	59500		
18:45	61986	60800	60950		
19:00	64054	62300	62400		
19:15	65259	63700	63800		
19:30	65200	65100	65200		
19:45	64802	64750	64850		
20:00	64326	64400	64500		
20:15	63162	63350	63400		
20:30	61950	62300	62300		
20:45	60952	61250	61250		
21:00	60050	60200	60200		
21:15	59284	59400	59400		
21:30	57940	58600	58600		
21:45	57655	57600	57600		
22:00	56556	56600	56600		
22:15	57069	56800	56750		
22:30	56954	57000	56900		
22:45	59173	58100	58000		
23:00	58314	59200	59100		
23:15	57820	58300	58200		
23:30	57164	57400	57300		
23:45	57271	56800	56750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
