Journée du 25/05/2001
Heures	Consommation	PrévisionJ-1		
00:00	40700	40500		
00:15	40290	39750		
00:30	39009	39000		
00:45	38090	38250		
01:00	37459	37500		
01:15	37919	37850		
01:30	37540	38200		
01:45	37869	38100		
02:00	37169	38000		
02:15	37319	37299		
02:30	36580	36599		
02:45	35750	35999		
03:00	34930	35400		
03:15	34479	34800		
03:30	34029	34200		
03:45	33590	33800		
04:00	33090	33400		
04:15	33060	33200		
04:30	33150	33000		
04:45	33099	33149		
05:00	33369	33299		
05:15	33889	33549		
05:30	34259	33799		
05:45	34459	33949		
06:00	34479	34099		
06:15	35159	34849		
06:30	35740	35599		
06:45	36490	36549		
07:00	37779	37500		
07:15	39080	38549		
07:30	39860	39599		
07:45	40720	40399		
08:00	41569	41200		
08:15	42689	41899		
08:30	43319	42599		
08:45	44029	43199		
09:00	44389	43799		
09:15	45189	44249		
09:30	45319	44700		
09:45	45569	44850		
10:00	45819	45000		
10:15	46000	45200		
10:30	46069	45400		
10:45	46110	45599		
11:00	45959	45799		
11:15	46270	45699		
11:30	46500	45599		
11:45	46509	45849		
12:00	46909	46099		
12:15	47150	46349		
12:30	47250	46599		
12:45	48250	47049		
13:00	47240	47500		
13:15	47240	46799		
13:30	46880	46099		
13:45	46750	45999		
14:00	46349	45900		
14:15	46500	45599		
14:30	45959	45299		
14:45	45200	44799		
15:00	44959	44299		
15:15	44599	44049		
15:30	44340	43799		
15:45	43759	43449		
16:00	43590	43099		
16:15	43169	42649		
16:30	42939	42200		
16:45	42430	41950		
17:00	42290	41700		
17:15	42360	41649		
17:30	42380	41599		
17:45	42250	41649		
18:00	42150	41700		
18:15	42220	41899		
18:30	42490	42099		
18:45	43020	42449		
19:00	43069	42799		
19:15	42830	42499		
19:30	42409	42200		
19:45	42139	41950		
20:00	41869	41700		
20:15	41560	41149		
20:30	41130	40599		
20:45	41119	40299		
21:00	40709	40000		
21:15	40400	40200		
21:30	40909	40400		
21:45	41479	40999		
22:00	41729	41599		
22:15	42970	42299		
22:30	43279	43000		
22:45	44669	43850		
23:00	44040	44700		
23:15	43689	44200		
23:30	43310	43700		
23:45	43200	43149		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
