Journée du 07/07/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	51029	50300	51000		
00:15	50205	49000	49600		
00:30	48195	47700	48200		
00:45	46560	46600	46950		
01:00	45845	45500	45700		
01:15	46065	45750	45900		
01:30	45304	46000	46100		
01:45	45902	45950	45700		
02:00	44798	45900	45300		
02:15	45088	45000	44600		
02:30	44154	44100	43900		
02:45	43404	43400	43150		
03:00	42564	42700	42400		
03:15	42191	42200	42050		
03:30	41728	41700	41700		
03:45	41433	41300	41350		
04:00	41045	40900	41000		
04:15	41158	40850	40950		
04:30	40946	40800	40900		
04:45	41233	40900	41200		
05:00	41467	41000	41500		
05:15	42330	41500	41900		
05:30	42283	42000	42300		
05:45	42646	42400	42700		
06:00	43054	42800	43100		
06:15	43893	43350	43900		
06:30	44633	43900	44700		
06:45	45426	45000	45700		
07:00	46716	46100	46700		
07:15	47993	47350	48000		
07:30	49325	48600	49300		
07:45	50014	49700	50300		
08:00	51264	50800	51300		
08:15	51970	51800	52100		
08:30	52833	52800	52900		
08:45	53805	53500	53550		
09:00	54235	54200	54200		
09:15	55083	54800	54900		
09:30	55616	55400	55600		
09:45	56135	55800	56100		
10:00	56556	56200	56600		
10:15	57026	56650	56800		
10:30	57134	57100	57000		
10:45	57419	57250	57450		
11:00	57878	57400	57900		
11:15	58000	57650	58000		
11:30	58107	57900	58100		
11:45	58721	58250	58500		
12:00	58869	58600	58900		
12:15	58809	58300	58600		
12:30	58776	58000	58300		
12:45	59153	58650	58800		
13:00	58403	59300	59300		
13:15	58448	58400	58600		
13:30	58079	57500	57900		
13:45	58342	58200	58450		
14:00	58567	58900	59000		
14:15	58995	58650	58800		
14:30	58679	58400	58600		
14:45	58336	58000	58200		
15:00	57876	57600	57800		
15:15	57691	57300	57500		
15:30	57207	57000	57200		
15:45	57069	56750	56950		
16:00	56625	56500	56700		
16:15	56508	56200	56450		
16:30	56095	55900	56200		
16:45	56175	55600	55900		
17:00	55706	55300	55600		
17:15	55207	54950	55250		
17:30	55047	54600	54900		
17:45	54835	54350	54650		
18:00	54957	54100	54400		
18:15	54815	54150	54450		
18:30	55058	54200	54500		
18:45	55207	54550	54800		
19:00	55556	54900	55100		
19:15	55127	54600	54850		
19:30	54698	54300	54600		
19:45	54237	53600	53900		
20:00	53633	52900	53200		
20:15	53034	52200	52550		
20:30	52366	51500	51900		
20:45	52082	51050	51450		
21:00	50961	50600	51000		
21:15	50713	50200	50650		
21:30	50821	49800	50300		
21:45	50558	50000	50500		
22:00	50767	50200	50700		
22:15	52105	51200	51750		
22:30	53157	52200	52800		
22:45	55625	53450	54050		
23:00	54609	54700	55300		
23:15	54197	53600	54200		
23:30	53330	52500	53100		
23:45	53282	52050	52350		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
