Journée du 23/08/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	0	364	40042	1015	6461	1430	-5428	675	43856	44000	43900		
00:15	0	0	366	41934	1001	7242	1408	-8867	667	43056	42900	42650		
00:30	0	0	364	41277	1006	5967	1418	-8604	670	41400	41800	41400		
00:45	0	0	295	41010	1043	5248	1420	-9084	635	39892	40650	40300		
01:00	0	0	286	41155	1064	4905	1420	-9522	631	39268	39500	39200		
01:15	0	0	324	42001	1074	4403	1419	-9795	645	39386	39700	39450		
01:30	0	0	324	41386	1107	3913	1418	-9336	650	38778	39900	39700		
01:45	0	0	308	41789	1166	3735	1422	-9515	646	38870	39700	39300		
02:00	0	0	353	41514	1272	3512	1420	-9601	661	38436	39500	38900		
02:15	0	0	374	42464	1289	3126	1410	-10002	659	38620	38950	38300		
02:30	0	0	359	41899	1326	2668	1418	-9931	645	37687	38400	37700		
02:45	0	0	330	42127	1324	1555	1419	-9767	647	36947	37650	37000		
03:00	0	0	345	41652	1351	1447	1416	-9884	645	36281	36900	36300		
03:15	0	0	373	41642	1346	1245	1412	-9935	654	36036	36500	35950		
03:30	0	0	339	41656	1334	1050	1414	-10136	642	35612	36100	35600		
03:45	0	0	335	41732	1335	662	1417	-10098	633	35327	35800	35350		
04:00	0	0	344	41465	1365	633	1413	-10088	646	35088	35500	35100		
04:15	0	0	313	41290	1382	604	1414	-9844	643	35124	35500	35100		
04:30	0	0	313	41344	1349	617	1406	-9720	653	35285	35500	35100		
04:45	0	0	317	41471	1330	674	1407	-9931	658	35249	35850	35500		
05:00	0	0	348	41639	1365	761	1408	-9618	687	35902	36200	35900		
05:15	0	165	291	41393	1434	1662	1407	-9772	826	36581	36850	36450		
05:30	0	176	328	41577	1522	1647	1406	-9598	849	37059	37500	37000		
05:45	0	231	351	42366	1568	1645	1414	-9879	913	37697	38300	37800		
06:00	0	286	366	42474	1542	1773	1398	-9236	965	38603	39100	38600		
06:15	0	342	431	42710	1584	2312	1405	-9227	1045	39558	40100	39600		
06:30	0	278	448	43192	1605	2333	1401	-8617	988	40641	41100	40600		
06:45	0	351	544	42011	1684	3351	1389	-8438	1088	40894	41650	41100		
07:00	0	444	626	42581	1722	3720	1403	-8872	1212	41625	42200	41600		
07:15	0	548	645	42353	1761	4243	1420	-8649	1326	42322	43000	42400		
07:30	0	713	876	42933	1826	4562	1412	-9068	1564	43254	43800	43200		
07:45	0	841	1047	42793	1937	4840	1417	-8841	1751	44035	44950	44150		
08:00	0	914	1252	43145	1937	4898	1424	-8309	1898	45262	46100	45100		
08:15	0	919	1270	42820	1925	5094	1470	-7280	1927	46218	47150	46100		
08:30	0	1019	1305	43339	1958	5386	1472	-7372	2037	47108	48200	47100		
08:45	0	1043	1359	43328	2018	6084	1464	-7056	2076	48240	49050	48000		
09:00	0	1137	1327	43623	2062	6396	1466	-7096	2155	48916	49900	48900		
09:15	0	1090	1509	43550	2172	6876	1538	-6820	2204	49915	50600	49600		
09:30	0	1067	1778	43550	2143	7175	1533	-6943	2277	50304	51300	50300		
09:45	0	1138	1855	43655	2192	7316	1552	-6830	2381	50878	51850	50800		
10:00	0	1179	1845	43562	2235	7570	1543	-6674	2413	51261	52400	51300		
10:15	0	1244	1853	43755	2219	8157	1621	-7115	2510	51735	52750	51650		
10:30	0	1257	1887	43729	2157	8704	1624	-7435	2535	51923	53100	52000		
10:45	0	1292	1824	43660	2227	9054	1626	-7262	2547	52422	53400	52250		
11:00	0	1351	1844	43739	2274	9069	1618	-7353	2608	52542	53700	52500		
11:15	0	1358	1855	43659	2287	8913	1668	-6957	2638	52784	54000	52850		
11:30	0	1391	1870	43674	2278	8908	1673	-6586	2678	53209	54300	53200		
