Journée du 22/03/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	58017	57200	57800		
00:15	57961	56600	57350		
00:30	56945	56000	56900		
00:45	55856	55150	55950		
01:00	55150	54300	55000		
01:15	55896	54950	55500		
01:30	55213	55600	56000		
01:45	55543	55800	55850		
02:00	55060	56000	55700		
02:15	55684	55550	55150		
02:30	54611	55100	54600		
02:45	54021	54150	53800		
03:00	52965	53200	53000		
03:15	52429	52650	52250		
03:30	51512	52100	51500		
03:45	51343	51500	50950		
04:00	50413	50900	50400		
04:15	50417	50450	50200		
04:30	49952	50000	50000		
04:45	49828	49750	49850		
05:00	49691	49500	49700		
05:15	49783	49600	49850		
05:30	49980	49700	50000		
05:45	50061	49750	50050		
06:00	50084	49800	50100		
06:15	50470	49800	50200		
06:30	50373	49800	50300		
06:45	49835	49550	49900		
07:00	49439	49300	49500		
07:15	49985	49300	49900		
07:30	50397	49300	50300		
07:45	50458	49700	50750		
08:00	51151	50100	51200		
08:15	51661	50550	51700		
08:30	52255	51000	52200		
08:45	52648	51600	52700		
09:00	53195	52200	53200		
09:15	53637	52500	53700		
09:30	54178	52800	54200		
09:45	54300	53050	54150		
10:00	54040	53300	54100		
10:15	54228	53400	54250		
10:30	54385	53500	54400		
10:45	54387	53450	54400		
11:00	54388	53400	54400		
11:15	54738	53450	54550		
11:30	54697	53500	54700		
11:45	54900	53500	55000		
12:00	55269	53500	55300		
12:15	55857	53800	55500		
12:30	55739	54100	55700		
12:45	56882	54700	56350		
13:00	56097	55300	57000		
13:15	55400	54000	55500		
13:30	54043	52700	54000		
13:45	53141	51800	53150		
14:00	52313	50900	52300		
14:15	52024	50250	51900		
14:30	50980	49600	51500		
14:45	50020	48550	50350		
15:00	49267	47500	49200		
15:15	48705	47050	48650		
15:30	48179	46600	48100		
15:45	47486	46050	47450		
16:00	47110	45500	46800		
16:15	46709	45050	46200		
16:30	46355	44600	45600		
16:45	46085	44300	45200		
17:00	46234	44000	44800		
17:15	46084	44300	45000		
17:30	46459	44600	45200		
17:45	46755	45350	45950		
18:00	47783	46100	46700		
18:15	48805	47200	47800		
18:30	49719	48300	48900		
18:45	51126	50300	50900		
19:00	53390	52300	52900		
19:15	55690	54150	54750		
19:30	57421	56000	56600		
19:45	58970	56600	57200		
20:00	59667	57200	57800		
20:15	59563	56950	57600		
20:30	59026	56700	57400		
20:45	58716	56350	57100		
21:00	57727	56000	56800		
21:15	57142	55300	56150		
21:30	56252	54600	55500		
21:45	55949	53950	54850		
22:00	55453	53300	54200		
22:15	56100	53900	54850		
22:30	55999	54500	55500		
22:45	58419	55450	56500		
23:00	57693	56400	57500		
23:15	57349	55650	56800		
23:30	56649	54900	56100		
23:45	57223	55250	55850		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
