Journée du 14/10/2004
Heures	Consommation	PrévisionJ-1		
00:00	52105	51100		
00:15	51682	50250		
00:30	50186	49400		
00:45	48962	48400		
01:00	48359	47400		
01:15	48641	47850		
01:30	48045	48300		
01:45	48647	48200		
02:00	48205	48100		
02:15	48846	47550		
02:30	47956	47000		
02:45	46949	46200		
03:00	46056	45400		
03:15	45640	44900		
03:30	44934	44400		
03:45	44688	44050		
04:00	44462	43700		
04:15	44505	43550		
04:30	44189	43400		
04:45	43991	43650		
05:00	44290	43900		
05:15	45279	44550		
05:30	45588	45200		
05:45	46719	46150		
06:00	47630	47100		
06:15	49098	48600		
06:30	50614	50100		
06:45	52584	51950		
07:00	54662	53800		
07:15	57096	55800		
07:30	58864	57800		
07:45	59614	58400		
08:00	60189	59000		
08:15	60781	59250		
08:30	60551	59500		
08:45	60809	59700		
09:00	60547	59900		
09:15	61129	60250		
09:30	61092	60600		
09:45	61697	60700		
10:00	61246	60800		
10:15	61239	60900		
10:30	61410	61000		
10:45	61468	61150		
11:00	61575	61300		
11:15	61774	61300		
11:30	61686	61300		
11:45	61316	61400		
12:00	61130	61500		
12:15	60820	60700		
12:30	60485	59900		
12:45	61459	60750		
13:00	60815	61600		
13:15	60675	60600		
13:30	60165	59600		
13:45	60339	59850		
14:00	60098	60100		
14:15	60453	59900		
14:30	59977	59700		
14:45	59376	59100		
15:00	58874	58500		
15:15	58779	58300		
15:30	58788	58100		
15:45	58064	57850		
16:00	57718	57600		
16:15	57373	57300		
16:30	56959	57000		
16:45	56831	56850		
17:00	56731	56700		
17:15	56270	56550		
17:30	56105	56400		
17:45	56287	56700		
18:00	56702	57000		
18:15	57230	57650		
18:30	57938	58300		
18:45	59196	59700		
19:00	60458	61100		
19:15	61684	61850		
19:30	62448	62600		
19:45	62915	62500		
20:00	62403	62400		
20:15	61268	61250		
20:30	60222	60100		
20:45	59511	58800		
21:00	58368	57500		
21:15	57064	56300		
21:30	56060	55100		
21:45	54885	54000		
22:00	54033	52900		
22:15	54485	53200		
22:30	54379	53500		
22:45	55788	54150		
23:00	54829	54800		
23:15	54707	53950		
23:30	53931	53100		
23:45	54283	52750		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
