Journée du 27/04/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	50467	51000	50500		
00:15	50301	50000	49800		
00:30	49099	49000	49100		
00:45	47424	47950	48000		
01:00	46929	46900	46900		
01:15	46991	47050	47050		
01:30	46257	47200	47200		
01:45	46539	47150	47100		
02:00	46063	47100	47000		
02:15	46653	46450	46200		
02:30	45406	45800	45400		
02:45	44782	45000	44650		
03:00	43954	44200	43900		
03:15	43487	43550	43400		
03:30	42869	42900	42900		
03:45	42325	42450	42650		
04:00	42397	42000	42400		
04:15	42217	41900	42300		
04:30	42197	41800	42200		
04:45	42396	41900	42450		
05:00	42737	42000	42700		
05:15	43715	42700	43450		
05:30	44246	43400	44200		
05:45	45029	44250	45100		
06:00	46036	45100	46000		
06:15	47523	46150	47200		
06:30	48413	47200	48400		
06:45	49337	48150	49600		
07:00	50838	49100	50800		
07:15	51994	50350	51700		
07:30	52908	51600	52600		
07:45	53397	52500	53400		
08:00	54412	53400	54200		
08:15	54966	53950	54850		
08:30	55540	54500	55500		
08:45	56026	55000	55750		
09:00	56000	55500	56000		
09:15	56303	55850	56300		
09:30	56572	56200	56600		
09:45	56992	56300	56800		
10:00	56558	56400	57000		
10:15	56549	56300	56700		
10:30	56386	56200	56400		
10:45	56542	56250	56450		
11:00	56631	56300	56500		
11:15	56492	56250	56450		
11:30	56488	56200	56400		
11:45	56844	56400	56600		
12:00	56719	56600	56800		
12:15	56595	56150	56350		
12:30	56728	55700	55900		
12:45	57596	56300	56500		
13:00	56678	56900	57100		
13:15	56777	56100	56300		
13:30	56161	55300	55500		
13:45	56030	55450	55650		
14:00	55770	55600	55800		
14:15	56102	55400	55600		
14:30	55582	55200	55400		
14:45	55047	54600	54800		
15:00	54437	54000	54200		
15:15	54208	53650	53850		
15:30	53774	53300	53500		
15:45	53563	52850	53050		
16:00	52998	52400	52600		
16:15	52643	52100	52300		
16:30	52339	51800	52000		
16:45	51866	51450	51650		
17:00	51613	51100	51300		
17:15	50976	50750	50950		
17:30	50864	50400	50600		
17:45	50786	50400	50600		
18:00	50872	50400	50600		
18:15	51266	50650	50900		
18:30	51563	50900	51200		
18:45	51898	51350	51700		
19:00	52357	51800	52200		
19:15	52282	51600	52000		
19:30	52092	51400	51800		
19:45	51902	51200	51600		
20:00	51467	51000	51400		
20:15	51089	50650	51000		
20:30	50714	50300	50600		
20:45	50826	50800	51100		
21:00	50607	51300	51600		
21:15	51277	51300	51600		
21:30	51398	51300	51600		
21:45	51218	50750	51050		
22:00	50600	50200	50500		
22:15	50905	50700	50950		
22:30	51071	51200	51400		
22:45	53425	52200	52400		
23:00	52549	53200	53400		
23:15	52324	52350	52350		
23:30	51392	51500	51300		
23:45	52149	50750	50650		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
