Journée du 07/09/2006
Heures	Consommation	PrévisionJ-1		
00:00	48405	48900		
00:15	47677	47950		
00:30	46235	47000		
00:45	45147	45850		
01:00	44202	44700		
01:15	44570	44950		
01:30	43906	45200		
01:45	44446	45050		
02:00	43903	44900		
02:15	44291	44300		
02:30	43141	43700		
02:45	42843	42900		
03:00	42179	42100		
03:15	41268	41650		
03:30	40895	41200		
03:45	40506	40800		
04:00	40549	40400		
04:15	40092	40250		
04:30	40121	40100		
04:45	40248	40300		
05:00	40402	40500		
05:15	40982	41200		
05:30	41282	41900		
05:45	42123	42650		
06:00	42957	43400		
06:15	44391	44850		
06:30	45577	46300		
06:45	47284	47750		
07:00	48641	49200		
07:15	49733	50100		
07:30	50480	51000		
07:45	51348	51600		
08:00	51919	52200		
08:15	52944	52950		
08:30	53521	53700		
08:45	53886	54150		
09:00	54193	54600		
09:15	55140	55150		
09:30	55294	55700		
09:45	55549	55800		
10:00	56023	55900		
10:15	56068	56150		
10:30	56208	56400		
10:45	56283	56550		
11:00	56627	56700		
11:15	56751	56900		
11:30	57088	57100		
11:45	57088	57200		
12:00	57253	57300		
12:15	57017	57000		
12:30	56581	56700		
12:45	57663	57300		
13:00	56706	57900		
13:15	56425	57150		
13:30	56191	56400		
13:45	56303	56850		
14:00	56076	57300		
14:15	56769	57200		
14:30	56353	57100		
14:45	56058	56650		
15:00	55662	56200		
15:15	55306	55900		
15:30	55318	55600		
15:45	55701	55400		
16:00	54381	55200		
16:15	54288	55050		
16:30	54230	54900		
16:45	53726	54550		
17:00	53369	54200		
17:15	53180	53900		
17:30	52977	53600		
17:45	52646	53500		
18:00	52628	53400		
18:15	52383	53450		
18:30	52491	53500		
18:45	52755	53750		
19:00	53187	54000		
19:15	52985	53450		
19:30	52750	52900		
19:45	51778	52550		
20:00	51825	52200		
20:15	51664	52250		
20:30	51700	52300		
20:45	52787	53050		
21:00	52741	53800		
21:15	52200	52950		
21:30	50846	52100		
21:45	50140	51250		
22:00	48986	50400		
22:15	49358	50400		
22:30	49205	50400		
22:45	50950	51350		
23:00	49712	52300		
23:15	49602	51250		
23:30	48706	50200		
23:45	48686	49200		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
