Journée du 29/10/2010
Heures	Fioul + pointe	Charbon	Gaz	Nucléaire	Eolien	Hydraulique	Autres	Solde	Co2	Consommation	PrévisionJ-1	PrévisionJ		
00:00	0	1507	2993	43479	972	5546	2302	2917	3445	59718	59700	59700		
00:15	0	1579	2810	43819	1020	5137	2333	2355	3460	59055	58650	58650		
00:30	0	1494	2759	43252	1033	4517	2354	2231	3369	57641	57600	57600		
00:45	0	1481	2759	43204	1051	2827	2349	2567	3355	56240	56400	56450		
01:00	0	1526	2786	43071	1080	2126	2356	2509	3410	55456	55200	55300		
01:15	0	1599	2742	43103	1119	1812	2348	2800	3461	55524	55250	55550		
01:30	0	1594	2792	42806	1168	1577	2352	2663	3476	54954	55300	55800		
01:45	0	1702	2809	43012	1177	1538	2346	2710	3583	55295	55200	55650		
02:00	0	1793	2843	42587	1236	1667	2348	2302	3684	54778	55100	55500		
02:15	0	2032	2919	43080	1271	2254	2355	1281	3943	55194	54600	54750		
02:30	0	1717	2874	42322	1296	1714	2355	1649	3625	53929	54100	54000		
02:45	0	1775	2902	42632	1356	1095	2362	1423	3693	53546	53250	53200		
03:00	0	1658	2874	42356	1381	869	2364	939	3571	52442	52400	52400		
03:15	0	1870	2903	42682	1420	1265	2361	-741	3784	51761	51800	51700		
03:30	0	1820	2891	42395	1452	900	2292	-771	3705	50980	51200	51000		
03:45	0	1761	2772	42344	1502	790	2362	-1077	3633	50455	50750	50600		
04:00	0	1825	2518	42222	1542	441	2360	-692	3602	50218	50300	50200		
04:15	13	1851	2472	42289	1610	560	2361	-964	3621	50193	50200	50000		
04:30	28	1820	2452	42343	1630	538	2347	-1116	3591	50043	50100	49800		
04:45	44	1777	2438	42320	1651	293	2343	-874	3556	49993	50300	50300		
05:00	109	1821	2434	42472	1657	106	2345	-167	3649	50777	50500	50800		
05:15	145	1659	2439	42404	1666	273	2342	687	3523	51617	51300	51500		
05:30	185	1645	2556	42860	1715	330	2352	572	3588	52217	52100	52200		
05:45	237	1685	2588	43289	1728	1014	2353	366	3680	53261	53000	53050		
06:00	262	1565	2635	42553	1774	1523	2353	1257	3601	53923	53900	53900		
06:15	350	1565	2645	42613	1755	3103	2368	1681	3682	56082	55250	55400		
06:30	445	1635	2863	43145	1758	3377	2370	1315	3904	56910	56600	56900		
06:45	472	1894	3125	43389	1750	3855	2377	1251	4271	58114	58050	58450		
07:00	472	2217	3250	43372	1799	4654	2398	1619	4635	59783	59500	60000		
07:15	459	2432	3262	43232	1877	6246	2418	1766	4843	61695	61150	61450		
07:30	534	2680	3265	43415	1918	7011	2433	1733	5148	62990	62800	62900		
07:45	523	2808	3259	43061	1914	8689	2435	1519	5261	64211	63800	64100		
08:00	753	2800	3253	43207	1898	9090	2444	1855	5439	65301	64800	65300		
08:15	776	2924	3269	43174	1913	10005	2507	1340	5607	65910	65150	65700		
08:30	708	2956	3264	42951	1975	10107	2469	1685	5566	66117	65500	66100		
08:45	710	3060	3267	43000	2010	10021	2473	1812	5671	66354	65750	66200		
09:00	707	3155	3252	42753	2064	9872	2480	2061	5757	66344	66000	66300		
09:15	693	3315	3258	42755	2057	9985	2528	2164	5920	66757	66300	66650		
09:30	635	3442	3258	42818	2084	9759	2536	2416	5999	66948	66600	67000		
09:45	623	3532	3255	42889	2079	9630	2555	2293	6083	66858	66450	66800		
10:00	614	3514	3267	43042	2131	9409	2536	2041	6055	66556	66300	66600		
10:15	604	3510	3260	43054	2146	9710	2664	1611	6092	66562	66150	66400		
10:30	597	3484	3243	43114	2159	9355	2611	1690	6034	66255	66000	66200		
10:45	488	3464	3249	43119	2211	9190	2700	1532	5965	65954	65750	66000		
11:00	319	3463	3236	43094	2253	9159	2735	1523	5838	65783	65500	65800		
11:15	319	3533	3241	43121	2294	9447	2837	935	5948	65729	65300	65500		
11:30	304	3487	3238	43086	2311	9142	2889	872	5912	65331	65100	65200		
11:45	209	3503	3255	43138	2007	9098	2847	1140	5841	65200	64950	65200		
12:00	200	3460	3248	43128	2329	8798	2859	1175	5794	65200	64800	65200		
12:15	182	3377	3226	43137	2297	8307	2996	1379	5747	64903	64050	64900		
12:30	182	3250	3277	43150	2316	7811	3104	1552	5687	64643	63300	64600		
12:45	182	3389	3266	43151	2284	8529	3103	1630	5816	65534	63850	65200		
13:00	182	3196	3223	43126	2278	8070	3117	1567	5621	64760	64400	65800		
13:15	188	3259	3204	42884	2310	7498	3110	1514	5676	63969	63100	64500		
13:30	188	3203	3249	42867	2315	7147	3131	1105	5647	63207	61800	63200		
13:45	182	3219	3238	42862	2370	6657	3120	1393	5649	63043	61400	62850		
14:00	182	3029	3275	42736	2401	6356	3121	1438	5480	62539	61000	62500		
14:15	175	3366	3240	42804	2404	7020	3162	416	5802	62589	60900	62300		
14:30	175	3184	3261	42726	2463	6067	3181	635	5643	61695	60800	62100		
14:45	175	3110	3296	42770	2509	5862	3207	130	5595	61062	59700	60950		
15:00	182	2993	3268	42606	2449	5539	3211	4	5480	60254	58600	59800		
15:15	0	3378	3131	42719	2461	6019	3179	-1146	5641	59743	57950	59150		
15:30	0	3314	3107	42708	2515	5560	3179	-1134	5571	59250	57300	58500		
15:45	0	3280	3128	42741	2509	4891	3196	-1356	5553	58389	56750	57900		
16:00	0	3162	3108	42652	2573	4534	3253	-1166	5455	58117	56200	57300		
16:15	0	3445	3161	42791	2598	4885	3205	-2329	5727	57757	55750	56850		
16:30	0	3208	3127	42629	2705	4521	3170	-2147	5473	57213	55300	56400		
16:45	0	3177	3115	42647	2759	4082	3133	-2030	5424	56883	54950	56000		
17:00	0	3330	3084	42654	2845	3804	3132	-2011	5560	56840	54600	55600		
17:15	0	3194	3137	42656	2785	4100	3097	-2126	5434	56845	54600	55650		
17:30	0	3470	2716	42826	2840	4039	3089	-1980	5544	57001	54600	55700		
17:45	0	3489	2737	42845	2827	5019	3089	-2464	5570	57543	54950	56000		
18:00	0	3426	2761	42819	2858	5437	3086	-2115	5517	58272	55300	56300		
18:15	0	3230	2715	42708	2933	6583	3078	-2087	5309	59161	56400	57350		
18:30	0	3199	2719	42724	2934	7898	3087	-2202	5284	60361	57500	58400		
18:45	0	3307	2703	42762	2886	9775	3098	-1796	5387	62735	59500	60300		
19:00	0	3385	2630	42826	2887	10935	3098	-1087	5435	64676	61500	62200		
19:15	0	3424	2434	42862	2808	10882	3098	-576	5402	64933	62000	62650		
19:30	0	3407	2395	42919	2823	10594	3103	-426	5374	64817	62500	63100		
19:45	0	3398	2432	42910	2805	9761	3102	-203	5378	64206	61800	62400		
20:00	0	3405	2455	42920	2798	9184	3105	-590	5395	63279	61100	61700		
20:15	0	3364	2462	42858	2742	7998	3103	-196	5357	62332	60150	60700		
20:30	0	3177	2421	42828	2789	7273	3100	-569	5161	61021	59200	59700		
20:45	0	3054	2448	42666	2816	6635	3093	-320	5050	60393	58200	58700		
21:00	0	2941	2424	42636	2763	6294	3095	-841	4934	59312	57200	57700		
21:15	0	3005	2447	42726	2784	5834	3096	-1538	5004	58355	56450	56950		
21:30	0	3028	2404	42700	2809	4606	3094	-796	5010	57846	55700	56200		
21:45	0	2955	2447	42603	2759	4027	3096	-874	4956	57014	55000	55500		
22:00	0	2948	2374	42398	2736	3497	3095	-777	4922	56272	54300	54800		
22:15	0	2835	2385	42203	2691	3386	3096	59	4818	56656	54700	55150		
22:30	0	2849	2409	42023	2674	3791	3100	-106	4842	56741	55100	55500		
22:45	0	3319	2451	42652	2648	4714	3103	514	5310	59403	56350	56750		
23:00	0	3143	2429	42430	2617	4219	3104	335	5133	58279	57600	58000		
23:15	0	3379	2416	42646	2553	4147	3104	-326	5355	57920	56650	57150		
23:30	0	3133	2402	42362	2570	3988	3048	98	5091	57603	55700	56300		
23:45	0	3278	2417	42509	2562	4162	3032	258	5229	58219	55650	55950		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
