Journée du 21/07/2005
Heures	Consommation	PrévisionJ-1		
00:00	49400	48800		
00:15	48936	47600		
00:30	47251	46400		
00:45	46039	45450		
01:00	45084	44500		
01:15	46122	44900		
01:30	45255	45300		
01:45	45512	45250		
02:00	44810	45200		
02:15	45044	44450		
02:30	44231	43700		
02:45	43631	42950		
03:00	42508	42200		
03:15	42015	41800		
03:30	41552	41400		
03:45	41409	41000		
04:00	41031	40600		
04:15	41241	40500		
04:30	40954	40400		
04:45	41077	40600		
05:00	41128	40800		
05:15	41912	41300		
05:30	42313	41800		
05:45	43271	42250		
06:00	43073	42700		
06:15	43603	43250		
06:30	43840	43800		
06:45	44892	44650		
07:00	45850	45500		
07:15	47078	46650		
07:30	48263	47800		
07:45	49349	48800		
08:00	50390	49800		
08:15	51660	50800		
08:30	52124	51800		
08:45	52955	52550		
09:00	53799	53300		
09:15	54550	53900		
09:30	55021	54500		
09:45	55354	54850		
10:00	55775	55200		
10:15	56464	55600		
10:30	56499	56000		
10:45	56733	56250		
11:00	56841	56500		
11:15	56870	56700		
11:30	57241	56900		
11:45	57364	57100		
12:00	57451	57300		
12:15	57309	56900		
12:30	57132	56500		
12:45	58243	57150		
13:00	57261	57800		
13:15	57247	57100		
13:30	56756	56400		
13:45	56970	56750		
14:00	56898	57100		
14:15	57810	57000		
14:30	57371	56900		
14:45	56758	56500		
15:00	56418	56100		
15:15	56121	55900		
15:30	55786	55700		
15:45	55550	55400		
16:00	55027	55100		
16:15	54713	54750		
16:30	54424	54400		
16:45	54432	54000		
17:00	54089	53600		
17:15	53262	53200		
17:30	53609	52800		
17:45	52825	52600		
18:00	52916	52400		
18:15	52739	52550		
18:30	53004	52700		
18:45	53189	52900		
19:00	53255	53100		
19:15	52792	52650		
19:30	52506	52200		
19:45	51951	51700		
20:00	51072	51200		
20:15	50763	50600		
20:30	49991	50000		
20:45	49543	49350		
21:00	49175	48700		
21:15	49115	48400		
21:30	48515	48100		
21:45	49122	48550		
22:00	49130	49000		
22:15	50729	49850		
22:30	51188	50700		
22:45	53204	51750		
23:00	52379	52800		
23:15	51950	51600		
23:30	50894	50400		
23:45	50749	49900		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
