Journée du 09/09/2011
Données temps réel
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	47752	47600	47700	360	1484	167	43666	1212	ND	3421	ND	1643	-4203	47	ND	ND	ND	ND	ND	ND	
00:15	46967	46450	46450	360	1771	195	44752	1166	ND	3699	ND	1624	-6600	51							
00:30	45198	45300	45200	358	1432	205	43738	1187	ND	3346	ND	1630	-6698	46							
00:45	43727	44100	44100	354	1419	183	43901	1126	ND	1663	ND	1631	-6552	47							
01:00	42953	42900	43000	354	1293	184	43749	1126	ND	1406	ND	1627	-6788	45	ND	ND	ND	ND	ND	ND	
01:15	43152	43050	43050	356	1323	206	44629	1125	ND	1345	ND	1631	-7464	45							
01:30	42529	43200	43100	356	1242	218	44536	1075	ND	1074	ND	1638	-7612	44							
01:45	42882	43000	42950	359	1296	170	44819	1031	ND	1012	ND	1634	-7440	45							
02:00	42211	42800	42800	360	1196	177	44427	1023	ND	939	ND	1631	-7544	43	ND	ND	ND	ND	ND	ND	
02:15	42522	42050	42200	356	1391	211	45303	1001	ND	1005	ND	1627	-8373	46							
02:30	41580	41300	41600	353	1325	222	44920	991	ND	746	ND	1615	-8594	45							
02:45	40949	40650	40850	358	1214	287	44911	968	ND	271	ND	1625	-8688	44							
03:00	40120	40000	40100	354	1021	262	44224	963	ND	214	ND	1623	-8543	41	ND	ND	ND	ND	ND	ND	
03:15	39826	39450	39700	351	1118	285	44437	969	ND	0	ND	1495	-8832	43							
03:30	39298	38900	39300	350	1088	267	44420	982	ND	0	ND	1485	-9295	43							
03:45	39028	38600	38950	351	981	320	44519	956	ND	0	ND	956	-9057	41							
04:00	38662	38300	38600	371	911	375	44282	934	ND	0	ND	801	-9014	41	ND	ND	ND	ND	ND	ND	
04:15	38485	38100	38500	432	912	401	44307	939	ND	0	ND	833	-9340	42							
04:30	38419	37900	38400	440	934	408	44307	941	ND	0	ND	768	-9380	43							
04:45	38609	38150	38700	439	974	490	44286	902	ND	0	ND	761	-9244	44							
05:00	38995	38400	39000	440	1063	521	44176	888	ND	0	ND	875	-8970	46	ND	ND	ND	ND	ND	ND	
05:15	39639	39050	39500	442	1165	509	44378	901	ND	0	ND	1368	-9126	47							
05:30	40023	39700	40000	471	1339	482	44797	881	ND	0	ND	1350	-9298	50							
05:45	40974	40550	41000	541	1421	541	44798	860	ND	440	ND	1611	-9241	53							
06:00	42084	41400	42000	548	1515	856	44633	843	ND	531	ND	1608	-8452	56	ND	ND	ND	ND	ND	ND	
06:15	43880	42950	43550	555	1344	1117	44342	832	ND	1134	ND	1618	-7064	55							
06:30	45121	44500	45100	555	1527	1394	44822	807	ND	1267	ND	1617	-6870	59							
06:45	46524	46150	46550	555	1674	1648	45046	805	ND	2273	ND	1623	-7102	61							
07:00	48057	47800	48000	547	1670	1733	45007	792	ND	3386	ND	1621	-6700	61	ND	ND	ND	ND	ND	ND	
07:15	49273	48800	49000	555	1719	1783	45482	782	ND	3975	ND	1626	-6650	61							
07:30	50003	49800	50000	553	1712	1899	45408	818	ND	4430	ND	1632	-6452	61							
07:45	50629	50400	50650	555	1663	2024	45393	814	ND	4892	ND	1625	-6339	60							
08:00	51305	51000	51300	588	1665	2319	45338	794	ND	5257	ND	1640	-6298	62	ND	ND	ND	ND	ND	ND	
08:15	52056	51550	51900	695	1563	2673	45578	753	ND	5387	ND	1739	-6333	64							
08:30	52505	52100	52500	769	1652	2865	45671	780	ND	5522	ND	1740	-6497	67							
08:45	53079	52500	52900	776	1673	2832	45692	812	ND	5888	ND	1742	-6338	66							
