Journée du 15/05/2011
Données temps réel
Heures	Consommation	Prévision J-1	Prévision J	Fioul	Charbon	Gaz	Nucléaire	Eolien	Solaire	Hydraulique	Pompage	Autres	Ech. physiques	Taux de Co2	Ech. comm. Allemagne	Ech. comm. Angleterre	Ech. comm. Belgique	Ech. comm. Espagne	Ech. comm. Italie	Ech. comm. Suisse
00:00	46515	46600	46500	0	861	909	40719	1475	ND	4334	ND	2758	-4543	44	ND	ND	ND	ND	ND	ND	
00:15	46015	45700	45600	0	923	812	41066	1463	ND	4300	ND	2766	-5318	45							
00:30	44625	44800	44700	0	865	683	40738	1448	ND	3671	ND	2764	-5546	43							
00:45	43117	43700	43400	0	807	661	39998	1408	ND	2802	ND	2759	-5319	44							
01:00	42203	42600	42100	0	741	659	40051	1419	ND	2551	ND	2763	-5983	43	ND	ND	ND	ND	ND	ND	
01:15	42191	42650	42050	0	690	669	40754	1436	ND	1893	ND	2768	-6021	42							
01:30	41837	42700	42000	0	560	663	40621	1470	ND	1651	ND	2772	-5902	40							
01:45	41641	42450	41700	0	456	457	40461	1463	ND	2289	ND	2762	-6248	36							
02:00	40974	42200	41400	0	230	329	40428	1452	ND	1852	ND	2765	-6085	31	ND	ND	ND	ND	ND	ND	
02:15	41157	41550	40650	0	136	306	40529	1422	ND	1596	ND	2765	-5599	29							
02:30	39947	40900	39900	0	41	218	40021	1422	ND	1555	ND	2760	-6072	27							
02:45	39074	40000	39050	0	18	129	39684	1389	ND	1154	ND	2764	-6066	26							
03:00	38169	39100	38200	0	17	129	38824	1354	ND	1166	ND	2759	-6082	26	ND	ND	ND	ND	ND	ND	
03:15	37499	38500	37600	0	20	127	39002	1298	ND	1213	ND	2752	-6916	26							
03:30	36980	37900	37000	0	21	128	38642	1274	ND	1221	ND	2745	-7054	26							
03:45	36492	37500	36400	0	20	128	38753	1266	ND	381	ND	2755	-6812	27							
04:00	35844	37100	35800	0	29	128	38445	1265	ND	352	ND	2752	-7130	27	ND	ND	ND	ND	ND	ND	
04:15	35806	36700	35650	0	35	129	39064	1267	ND	355	ND	2759	-7804	27							
04:30	35305	36300	35500	0	42	128	38560	1244	ND	339	ND	2758	-7766	28							
04:45	35374	36150	35350	0	41	128	38637	1242	ND	162	ND	2750	-7588	28							
05:00	35190	36000	35200	0	46	129	38657	1228	ND	166	ND	2733	-7770	28	ND	ND	ND	ND	ND	ND	
05:15	35178	36000	35200	0	47	130	38507	1242	ND	434	ND	2748	-7932	28							
05:30	35234	36000	35200	0	45	132	38483	1223	ND	428	ND	2751	-7830	28							
05:45	34989	35800	34900	0	43	133	38263	1235	ND	442	ND	2749	-7877	28							
06:00	34614	35600	34600	0	41	132	37894	1252	ND	446	ND	2746	-7899	28	ND	ND	ND	ND	ND	ND	
06:15	34357	35200	34300	0	44	132	38270	1268	ND	0	ND	2430	-7787	28							
06:30	34120	34800	34000	0	44	135	38134	1241	ND	0	ND	2382	-7816	28							
06:45	33982	34900	34250	0	43	132	38194	1223	ND	0	ND	2437	-8048	28							
07:00	34538	35000	34500	0	0	132	38532	1209	ND	0	ND	2426	-7728	26	ND	ND	ND	ND	ND	ND	
07:15	34821	35400	34800	0	0	138	38294	1220	ND	105	ND	2772	-7675	26							
07:30	35131	35800	35100	0	0	135	38507	1189	ND	114	ND	2770	-7553	26							
07:45	35388	36250	35600	0	0	138	38894	1150	ND	157	ND	2772	-7692	26							
08:00	36072	36700	36100	0	0	135	39441	1120	ND	190	ND	2773	-7561	26	ND	ND	ND	ND	ND	ND	
08:15	36918	37400	36750	0	0	138	40078	1089	ND	988	ND	2884	-8231	26							
08:30	37379	38100	37400	0	0	139	40352	1066	ND	1090	ND	2878	-8114	26							
08:45	38101	38750	38050	0	0	138	40749	1031	ND	1700	ND	2880	-8366	25							
09:00	38704	39400	38700	0	0	140	40947	1054	ND	1786	ND	2877	-8072	25	ND	ND	ND	ND	ND	ND	
09:15	39702	40050	39450	0	0	137	40835	1083	ND	2308	ND	3032	-7662	26							
09:30	40159	40700	40200	0	0	136	40695	1080	ND	2869	ND	3035	-7624	26							
09:45	40526	41250	40650	0	0	137	40970	1104	ND	3234	ND	3037	-7926	25							
10:00	41105	41800	41100	0	0	138	41510	1096	ND	3309	ND	3034	-7951	25	ND	ND	ND	ND	ND	ND	
10:15	41767	42250	41600	0	0	137	41779	1100	ND	3445	ND	3195	-7867	26							
10:30	42080	42700	42100	0	0	137	41666	1151	ND	3882	ND	3189	-7920	26							
10:45	42537	43050	42500	0	0	139	41640	1158	ND	4222	ND	3206	-7807	26							
11:00	42904	43400	42900	0	0	141	41736	1194	ND	4337	ND	3197	-7675	26	ND	ND	ND	ND	ND	ND	
11:15	43063	43650	43250	0	0	136	41529	1244	ND	4447	ND	3319	-7587	27							
11:30	43629	43900	43600	0	0	138	42091	1284	ND	4559	ND	3316	-7736	26							
11:45	43763	44250	44000	0	0	139	41963	1293	ND	4730	ND	3315	-7657	26							
12:00	44355	44600	44400	0	0	136	42063	1336	ND	4746	ND	3315	-7219	26	ND	ND	ND	ND	ND	ND	
12:15	45188	45250	45000	0	0	136	42116	1336	ND	4647	ND	3381	-6408	27							
12:30	45642	45900	45600	0	0	136	42131	1427	ND	4713	ND	3377	-6120	27							
12:45	46682	46500	46200	0	0	135	42467	1487	ND	5405	ND	3352	-6144	26							
13:00	45845	47100	46800	0	0	135	41861	1521	ND	5117	ND	3353	-6115	26	ND	ND	ND	ND	ND	ND	
13:15	44980	45850	45450	0	0	127	42718	1541	ND	4563	ND	3386	-7329	26							
13:30	44057	44600	44100	0	0	129	42135	1578	ND	4237	ND	3387	-7381	27							
13:45	43522	43950	43500	0	0	129	42194	1540	ND	3593	ND	3389	-7295	27							
14:00	42892	43300	42900	0	0	130	41808	1599	ND	3335	ND	3379	-7331	27	ND	ND	ND	ND	ND	ND	
14:15	42753	42850	42650	0	0	129	42331	1646	ND	2963	ND	3370	-7665	27							
14:30	42222	42400	42400	0	0	129	41874	1639	ND	2877	ND	3365	-7635	27							
14:45	41405	41750	41800	0	0	129	41691	1673	ND	2108	ND	3361	-7530	28							
15:00	40748	41100	41200	0	0	129	41431	1730	ND	2038	ND	3362	-7915	28	ND	ND	ND	ND	ND	ND	
15:15	40602	40750	40900	0	0	128	41702	1696	ND	1613	ND	3296	-7804	28							
15:30	40106	40400	40600	0	0	128	41581	1738	ND	1369	ND	3300	-7976	28							
15:45	39656	39850	40050	0	0	130	41495	1735	ND	1164	ND	3300	-8133	28							
16:00	39003	39300	39500	0	0	129	41541	1739	ND	250	ND	3287	-7910	28	ND	ND	ND	ND	ND	ND	
16:15	38956	39100	39350	0	0	130	41849	1819	ND	174	ND	3208	-8186	27							
16:30	38822	38900	39200	0	0	131	41478	1891	ND	202	ND	3203	-8043	27							
16:45	38519	38500	38850	0	0	132	41849	1829	ND	0	ND	2947	-8215	28							
17:00	38592	38100	38500	0	0	131	41730	1867	ND	0	ND	2972	-8098	28	ND	ND	ND	ND	ND	ND	
17:15	38322	38250	38650	0	2	132	41892	1881	ND	79	ND	3068	-8734	27							
17:30	38665	38400	38800	0	17	130	41787	1884	ND	675	ND	3074	-8902	27							
17:45	38985	38850	39200	0	45	131	41443	1869	ND	957	ND	3062	-8524	28							
18:00	39583	39300	39600	0	63	131	41683	1850	ND	1031	ND	3067	-8245	28	ND	ND	ND	ND	ND	ND	
18:15	39965	39850	40150	0	65	132	41817	1821	ND	1547	ND	2932	-8350	27							
18:30	40393	40400	40700	0	98	131	41965	1828	ND	1904	ND	2932	-8465	27							
18:45	41126	41150	41450	0	212	131	42320	1798	ND	2226	ND	2929	-8491	29							
19:00	41771	41900	42200	0	281	132	42818	1902	ND	2181	ND	2924	-8469	30	ND	ND	ND	ND	ND	ND	
19:15	42301	42350	42600	0	358	130	42434	1765	ND	3470	ND	2809	-8666	30							
19:30	42799	42800	43000	0	418	131	42923	1719	ND	3550	ND	2812	-8756	31							
19:45	42798	43050	43250	0	438	132	43259	1626	ND	3575	ND	2813	-9045	31							
20:00	43097	43300	43500	0	447	130	43252	1542	ND	3512	ND	2806	-8595	31	ND	ND	ND	ND	ND	ND	
20:15	43132	43450	43600	0	493	130	43743	1464	ND	3577	ND	2751	-9028	31							
20:30	43219	43600	43700	0	479	130	43279	1401	ND	3938	ND	2756	-8766	31							
20:45	43143	43800	43900	0	494	131	43458	1303	ND	4051	ND	2752	-9047	31							
21:00	43219	44000	44100	0	481	131	43355	1234	ND	4033	ND	2755	-8771	31	ND	ND	ND	ND	ND	ND	
21:15	43854	44400	44500	0	514	130	44056	1198	ND	4589	ND	2743	-9377	31							
21:30	44201	44800	44900	0	506	131	43971	1160	ND	4678	ND	2746	-8993	31							
21:45	44524	45100	45200	0	510	125	44037	1129	ND	5122	ND	2742	-9143	30							
22:00	44652	45400	45500	0	476	128	43478	1110	ND	5529	ND	2741	-8812	30	ND	ND	ND	ND	ND	ND	
22:15	45295	45850	45900	0	467	131	43533	1069	ND	5853	ND	2746	-8506	30							
