Journée du 15/05/2010
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	54236	54000	54200		
00:15	53782	53050	53200		
00:30	52087	52100	52200		
00:45	50910	50950	51050		
01:00	50071	49800	49900		
01:15	50360	49900	50100		
01:30	49503	50000	50300		
01:45	50273	49800	50050		
02:00	49217	49600	49800		
02:15	49756	49050	49250		
02:30	48609	48500	48700		
02:45	47735	47600	47800		
03:00	46875	46700	46900		
03:15	46432	46100	46450		
03:30	46079	45500	46000		
03:45	45280	44950	45300		
04:00	44474	44400	44600		
04:15	44504	44200	44400		
04:30	44161	44000	44200		
04:45	44042	43900	44050		
05:00	44064	43800	43900		
05:15	44618	44000	44200		
05:30	44266	44200	44500		
05:45	44887	44050	44650		
06:00	44862	43900	44800		
06:15	44952	43950	44650		
06:30	44513	44000	44500		
06:45	44822	44250	45000		
07:00	45706	44500	45500		
07:15	46112	45100	46050		
07:30	46574	45700	46600		
07:45	46826	46350	47100		
08:00	47600	47000	47600		
08:15	48257	47800	48300		
08:30	48983	48600	49000		
08:45	49580	49450	49650		
09:00	50409	50300	50300		
09:15	51206	50900	50850		
09:30	51429	51500	51400		
09:45	51764	51900	51700		
10:00	51759	52300	52000		
10:15	52130	52500	51950		
10:30	51939	52700	51900		
10:45	51982	52700	51800		
11:00	51689	52700	51700		
11:15	51698	52750	51850		
11:30	51972	52800	52000		
11:45	51715	53100	52350		
12:00	52667	53400	52700		
12:15	53000	53850	52850		
12:30	52955	54300	53000		
12:45	54168	54950	53600		
13:00	53413	55600	54200		
13:15	52942	54400	53050		
13:30	51919	53200	51900		
13:45	51300	52700	51450		
14:00	51022	52200	51000		
14:15	51090	52000	50900		
14:30	50392	51800	50800		
14:45	49737	51150	50150		
15:00	49013	50500	49500		
15:15	48773	50050	49000		
15:30	48098	49600	48500		
15:45	47653	49100	48000		
16:00	47362	48600	47500		
16:15	46989	48250	47100		
16:30	46761	47900	46700		
16:45	46552	47600	46400		
17:00	46380	47300	46100		
17:15	46176	47150	46050		
17:30	46391	47000	46000		
17:45	46452	47250	46350		
18:00	46749	47500	46700		
18:15	47199	47900	47200		
18:30	47538	48300	47700		
18:45	47761	48850	48350		
19:00	48791	49400	49000		
19:15	48701	49300	48950		
19:30	48675	49200	48900		
19:45	48768	49050	48750		
20:00	48754	48900	48600		
20:15	48804	48600	48350		
20:30	48333	48300	48100		
20:45	48142	48400	48200		
21:00	48507	48500	48300		
21:15	48467	48750	48600		
21:30	48651	49000	48900		
21:45	49551	49550	49450		
22:00	49485	50100	50000		
22:15	50608	50850	50800		
22:30	51140	51600	51600		
22:45	53681	52700	52700		
23:00	53146	53800	53800		
23:15	53095	53350	53200		
23:30	52335	52900	52600		
23:45	52927	52400	52250		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
