Journée du 03/07/2008
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	50819	51000	50800		
00:15	49523	49950	49450		
00:30	48109	48900	48100		
00:45	46670	47650	46800		
01:00	45632	46400	45500		
01:15	45776	46650	45700		
01:30	45450	46900	45900		
01:45	45308	46750	45600		
02:00	44733	46600	45300		
02:15	45285	45900	44750		
02:30	44192	45200	44200		
02:45	43451	44300	43350		
03:00	42479	43400	42500		
03:15	42076	43000	42150		
03:30	41819	42600	41800		
03:45	41603	42200	41350		
04:00	41173	41800	40900		
04:15	41102	41650	41100		
04:30	41323	41500	41300		
04:45	40986	41700	41350		
05:00	41365	41900	41400		
05:15	42249	42350	41900		
05:30	42401	42800	42400		
05:45	42558	43100	42650		
06:00	42878	43400	42900		
06:15	44025	44350	43900		
06:30	44933	45300	44900		
06:45	45893	46400	45950		
07:00	46967	47500	47000		
07:15	48479	48900	48450		
07:30	49853	50300	49900		
07:45	50691	51200	51100		
08:00	52253	52100	52300		
08:15	52980	53050	53000		
08:30	53647	54000	53700		
08:45	54252	54650	54400		
09:00	55095	55300	55100		
09:15	56035	55900	55550		
09:30	56055	56500	56000		
09:45	56375	56850	56250		
10:00	56508	57200	56500		
10:15	57080	57550	57050		
10:30	57432	57900	57600		
10:45	57457	58200	57700		
11:00	57708	58500	57800		
11:15	57975	58700	57900		
11:30	57974	58900	58000		
11:45	58219	59150	58250		
12:00	58252	59400	58500		
12:15	58234	59100	58200		
12:30	57919	58800	57900		
12:45	58401	59250	58350		
13:00	58043	59700	58800		
13:15	57368	58750	57900		
13:30	56881	57800	57000		
13:45	57044	58500	57700		
14:00	57213	59200	58400		
14:15	57593	58750	57950		
14:30	57466	58300	57500		
14:45	56885	58000	57200		
15:00	56706	57700	56900		
15:15	56071	57400	56600		
15:30	55846	57100	56300		
15:45	55625	56750	55950		
16:00	55163	56400	55600		
16:15	54765	56100	55300		
16:30	54436	55800	55000		
16:45	54083	55450	54700		
17:00	53557	55100	54400		
17:15	53297	54750	54050		
17:30	53255	54400	53700		
17:45	53205	54250	53550		
18:00	52937	54100	53400		
18:15	52990	54000	53300		
18:30	53371	53900	53200		
18:45	53491	54150	53550		
19:00	53535	54400	53900		
19:15	53106	53900	53400		
19:30	52866	53400	52900		
19:45	52237	52900	52400		
20:00	51517	52400	51900		
20:15	50735	51850	51350		
20:30	50058	51300	50800		
20:45	49211	50850	50350		
21:00	48523	50400	49900		
21:15	48701	50000	49450		
21:30	48272	49600	49000		
21:45	48253	49800	49200		
22:00	48328	50000	49400		
22:15	49360	50800	50200		
22:30	50493	51600	51000		
22:45	52962	52800	52200		
23:00	52339	54000	53400		
23:15	52109	53150	52600		
23:30	51106	52300	51800		
23:45	50942	51150	50900		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
