Journée du 03/02/2007
Heures	Consommation	PrévisionJ-1		
00:00	65201	64800		
00:15	64625	63950		
00:30	63303	63100		
00:45	62193	62100		
01:00	61472	61100		
01:15	61845	61500		
01:30	61353	61900		
01:45	61912	62000		
02:00	61113	62100		
02:15	61884	61350		
02:30	60880	60600		
02:45	60237	59800		
03:00	59202	59000		
03:15	58491	58300		
03:30	57652	57600		
03:45	57184	57050		
04:00	56451	56500		
04:15	56183	56050		
04:30	55687	55600		
04:45	55587	55300		
05:00	55371	55000		
05:15	55905	55350		
05:30	56027	55700		
05:45	56301	55850		
06:00	56468	56000		
06:15	57008	56250		
06:30	57180	56500		
06:45	57908	57100		
07:00	58725	57700		
07:15	59457	58650		
07:30	60697	59600		
07:45	61083	60000		
08:00	61868	60400		
08:15	62506	61050		
08:30	62729	61700		
08:45	63312	62450		
09:00	63759	63200		
09:15	64598	63950		
09:30	64953	64700		
09:45	65328	65000		
10:00	65342	65300		
10:15	65467	65350		
10:30	65368	65400		
10:45	64925	65200		
11:00	64794	65000		
11:15	64847	65050		
11:30	64746	65100		
11:45	64576	65350		
12:00	64648	65600		
12:15	65231	65700		
12:30	65092	65800		
12:45	66069	66450		
13:00	65385	67100		
13:15	64658	66100		
13:30	63777	65100		
13:45	62868	64300		
14:00	62257	63500		
14:15	62318	63150		
14:30	61496	62800		
14:45	60215	61950		
15:00	59595	61100		
15:15	59078	60500		
15:30	58368	59900		
15:45	57796	59450		
16:00	57402	59000		
16:15	57113	58750		
16:30	57002	58500		
16:45	56773	58250		
17:00	56874	58000		
17:15	57129	58550		
17:30	57743	59100		
17:45	58955	60300		
18:00	60374	61500		
18:15	62935	63500		
18:30	64798	65500		
18:45	66385	66750		
19:00	67389	68000		
19:15	67709	67750		
19:30	67393	67500		
19:45	66637	66900		
20:00	66232	66300		
20:15	65947	65550		
20:30	65160	64800		
20:45	64839	64200		
21:00	63557	63600		
21:15	63237	62800		
21:30	62547	62000		
21:45	62165	61500		
22:00	61466	61000		
22:15	62807	61900		
22:30	63123	62800		
22:45	65214	63750		
23:00	64475	64700		
23:15	64595	64000		
23:30	64065	63300		
23:45	64473	63050		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
