Journée du 23/12/2009
Heures	Consommation	PrévisionJ-1	PrévisionJ		
00:00	70405	70200	70400		
00:15	69776	69450	69250		
00:30	68186	68700	68100		
00:45	67026	67900	67050		
01:00	66245	67100	66000		
01:15	66711	67350	66400		
01:30	66104	67600	66800		
01:45	66680	67550	66700		
02:00	65860	67500	66600		
02:15	66504	67150	66200		
02:30	65454	66800	65800		
02:45	64661	65600	64700		
03:00	63602	64400	63600		
03:15	63120	63850	62950		
03:30	62331	63300	62300		
03:45	61799	62750	61800		
04:00	61370	62200	61300		
04:15	61267	61950	61050		
04:30	60994	61700	60800		
04:45	61029	61500	61000		
05:00	61159	61300	61200		
05:15	62291	62150	61900		
05:30	62593	63000	62600		
05:45	63475	63650	63400		
06:00	64278	64300	64200		
06:15	65865	65150	65550		
06:30	66863	66000	66900		
06:45	67983	67550	68050		
07:00	69193	69100	69200		
07:15	70556	70700	70450		
07:30	71666	72300	71700		
07:45	72852	73650	73000		
08:00	74257	75000	74300		
08:15	75162	75700	74950		
08:30	75623	76400	75600		
08:45	75925	76750	75750		
09:00	75852	77100	75900		
09:15	76464	77500	76350		
09:30	76601	77900	76800		
09:45	76910	77950	76900		
10:00	76866	78000	77000		
10:15	77168	78000	77050		
10:30	76959	78000	77100		
10:45	76955	77850	77050		
11:00	76921	77700	77000		
11:15	77346	77950	77200		
11:30	77414	78200	77400		
11:45	77633	78150	77450		
12:00	77412	78100	77500		
12:15	77572	77450	77250		
12:30	77184	76800	77000		
12:45	78469	77600	77250		
13:00	77487	78400	77500		
13:15	77360	77850	77100		
13:30	76646	77300	76700		
13:45	76607	77300	76450		
14:00	76206	77300	76200		
14:15	76433	76800	76150		
14:30	75829	76300	76100		
14:45	74682	75650	75300		
15:00	74316	75000	74500		
15:15	73648	74700	74100		
15:30	73339	74400	73700		
15:45	72757	74200	73350		
16:00	72413	74000	73000		
16:15	72101	74000	73000		
16:30	72285	74000	73000		
16:45	72563	74600	73600		
17:00	72769	75200	74200		
17:15	74020	76600	75600		
17:30	75259	78000	77000		
17:45	76433	78800	77800		
18:00	76829	79600	78600		
18:15	77296	79900	78900		
18:30	77422	80200	79200		
18:45	77678	80600	79600		
19:00	78244	81000	80000		
19:15	77629	80250	79250		
19:30	76841	79500	78500		
19:45	76075	78600	77650		
20:00	75450	77700	76800		
20:15	74655	77050	76150		
20:30	73441	76400	75500		
20:45	73045	75500	74650		
21:00	71862	74600	73800		
21:15	71195	73700	72900		
21:30	70231	72800	72000		
21:45	69404	71900	71100		
22:00	68319	71000	70200		
22:15	69400	71600	70850		
22:30	69381	72200	71500		
22:45	71632	72650	71950		
23:00	70740	73100	72400		
23:15	70152	72000	71300		
23:30	69155	70900	70200		
23:45	69638	70200	69850		

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
